departamento_id,departamento_nombre,provincia_id,provincia_nombre,año,semanas_epidemiologicas,evento_nombre,grupo_edad_id,grupo_edad_desc,cantidad_casos,depto_full_id
427,La Matanza,6,Buenos Aires,2022,13,Dengue,7,De 15 a 19 años,3,6427
427,La Matanza,6,Buenos Aires,2022,15,Dengue,7,De 15 a 19 años,3,6427
427,La Matanza,6,Buenos Aires,2022,16,Dengue,7,De 15 a 19 años,2,6427
427,La Matanza,6,Buenos Aires,2022,17,Dengue,7,De 15 a 19 años,2,6427
427,La Matanza,6,Buenos Aires,2022,20,Dengue,7,De 15 a 19 años,1,6427
427,La Matanza,6,Buenos Aires,2022,14,Dengue,4,De 2 a 4 años,1,6427
427,La Matanza,6,Buenos Aires,2022,10,Dengue,8,De 20 a 24 años,1,6427
427,La Matanza,6,Buenos Aires,2022,11,Dengue,8,De 20 a 24 años,1,6427
427,La Matanza,6,Buenos Aires,2022,12,Dengue,8,De 20 a 24 años,2,6427
427,La Matanza,6,Buenos Aires,2022,15,Dengue,8,De 20 a 24 años,3,6427
427,La Matanza,6,Buenos Aires,2022,16,Dengue,8,De 20 a 24 años,1,6427
427,La Matanza,6,Buenos Aires,2022,17,Dengue,8,De 20 a 24 años,1,6427
427,La Matanza,6,Buenos Aires,2022,19,Dengue,8,De 20 a 24 años,2,6427
427,La Matanza,6,Buenos Aires,2022,7,Dengue,9,De 25 a 34 años,1,6427
427,La Matanza,6,Buenos Aires,2022,8,Dengue,9,De 25 a 34 años,1,6427
427,La Matanza,6,Buenos Aires,2022,10,Dengue,9,De 25 a 34 años,1,6427
427,La Matanza,6,Buenos Aires,2022,11,Dengue,9,De 25 a 34 años,1,6427
427,La Matanza,6,Buenos Aires,2022,12,Dengue,9,De 25 a 34 años,2,6427
427,La Matanza,6,Buenos Aires,2022,14,Dengue,9,De 25 a 34 años,6,6427
427,La Matanza,6,Buenos Aires,2022,15,Dengue,9,De 25 a 34 años,2,6427
427,La Matanza,6,Buenos Aires,2022,16,Dengue,9,De 25 a 34 años,2,6427
427,La Matanza,6,Buenos Aires,2022,18,Dengue,9,De 25 a 34 años,2,6427
427,La Matanza,6,Buenos Aires,2022,4,Dengue,10,De 35 a 44 años,1,6427
427,La Matanza,6,Buenos Aires,2022,7,Dengue,10,De 35 a 44 años,1,6427
427,La Matanza,6,Buenos Aires,2022,8,Dengue,10,De 35 a 44 años,1,6427
427,La Matanza,6,Buenos Aires,2022,9,Dengue,10,De 35 a 44 años,1,6427
427,La Matanza,6,Buenos Aires,2022,10,Dengue,10,De 35 a 44 años,3,6427
427,La Matanza,6,Buenos Aires,2022,12,Dengue,10,De 35 a 44 años,1,6427
427,La Matanza,6,Buenos Aires,2022,13,Dengue,10,De 35 a 44 años,2,6427
427,La Matanza,6,Buenos Aires,2022,14,Dengue,10,De 35 a 44 años,6,6427
427,La Matanza,6,Buenos Aires,2022,15,Dengue,10,De 35 a 44 años,4,6427
427,La Matanza,6,Buenos Aires,2022,16,Dengue,10,De 35 a 44 años,2,6427
427,La Matanza,6,Buenos Aires,2022,17,Dengue,10,De 35 a 44 años,2,6427
427,La Matanza,6,Buenos Aires,2022,20,Dengue,10,De 35 a 44 años,1,6427
427,La Matanza,6,Buenos Aires,2022,4,Dengue,11,De 45 a 65 años,1,6427
427,La Matanza,6,Buenos Aires,2022,7,Dengue,11,De 45 a 65 años,1,6427
427,La Matanza,6,Buenos Aires,2022,8,Dengue,11,De 45 a 65 años,1,6427
427,La Matanza,6,Buenos Aires,2022,9,Dengue,11,De 45 a 65 años,3,6427
427,La Matanza,6,Buenos Aires,2022,11,Dengue,11,De 45 a 65 años,4,6427
427,La Matanza,6,Buenos Aires,2022,12,Dengue,11,De 45 a 65 años,3,6427
427,La Matanza,6,Buenos Aires,2022,13,Dengue,11,De 45 a 65 años,4,6427
427,La Matanza,6,Buenos Aires,2022,14,Dengue,11,De 45 a 65 años,2,6427
427,La Matanza,6,Buenos Aires,2022,15,Dengue,11,De 45 a 65 años,4,6427
427,La Matanza,6,Buenos Aires,2022,16,Dengue,11,De 45 a 65 años,5,6427
427,La Matanza,6,Buenos Aires,2022,17,Dengue,11,De 45 a 65 años,3,6427
427,La Matanza,6,Buenos Aires,2022,18,Dengue,11,De 45 a 65 años,3,6427
427,La Matanza,6,Buenos Aires,2022,19,Dengue,11,De 45 a 65 años,1,6427
427,La Matanza,6,Buenos Aires,2022,7,Dengue,5,De 5 a 9 años,1,6427
427,La Matanza,6,Buenos Aires,2022,10,Dengue,5,De 5 a 9 años,1,6427
427,La Matanza,6,Buenos Aires,2022,13,Dengue,5,De 5 a 9 años,1,6427
427,La Matanza,6,Buenos Aires,2022,14,Dengue,5,De 5 a 9 años,1,6427
427,La Matanza,6,Buenos Aires,2022,8,Dengue,12,Mayores de 65 años,1,6427
427,La Matanza,6,Buenos Aires,2022,11,Dengue,12,Mayores de 65 años,1,6427
427,La Matanza,6,Buenos Aires,2022,14,Dengue,12,Mayores de 65 años,2,6427
427,La Matanza,6,Buenos Aires,2022,16,Dengue,12,Mayores de 65 años,2,6427
427,La Matanza,6,Buenos Aires,2022,17,Dengue,12,Mayores de 65 años,2,6427
427,La Matanza,6,Buenos Aires,2022,20,Dengue,12,Mayores de 65 años,1,6427
434,Lanús,6,Buenos Aires,2022,20,Dengue,8,De 20 a 24 años,1,6434
490,Lomas de Zamora,6,Buenos Aires,2022,14,Dengue,11,De 45 a 65 años,1,6490
539,Merlo,6,Buenos Aires,2022,15,Dengue,11,De 45 a 65 años,1,6539
568,Morón,6,Buenos Aires,2022,14,Dengue,6,De 10 a 14 años,1,6568
568,Morón,6,Buenos Aires,2022,17,Dengue,6,De 10 a 14 años,1,6568
568,Morón,6,Buenos Aires,2022,17,Dengue,8,De 20 a 24 años,2,6568
568,Morón,6,Buenos Aires,2022,13,Dengue,9,De 25 a 34 años,1,6568
568,Morón,6,Buenos Aires,2022,19,Dengue,9,De 25 a 34 años,1,6568
568,Morón,6,Buenos Aires,2022,13,Dengue,10,De 35 a 44 años,2,6568
568,Morón,6,Buenos Aires,2022,17,Dengue,10,De 35 a 44 años,1,6568
568,Morón,6,Buenos Aires,2022,15,Dengue,11,De 45 a 65 años,1,6568
749,San Fernando,6,Buenos Aires,2022,10,Dengue,11,De 45 a 65 años,1,6749
49,Capital,10,Catamarca,2022,4,Dengue,11,De 45 a 65 años,1,10049
70,La Paz,10,Catamarca,2022,12,Dengue,11,De 45 a 65 años,1,10070
14,Capital,14,Córdoba,2022,21,Dengue,8,De 20 a 24 años,1,14014
14,Capital,14,Córdoba,2022,48,Dengue,8,De 20 a 24 años,1,14014
14,Capital,14,Córdoba,2022,13,Dengue,9,De 25 a 34 años,1,14014
14,Capital,14,Córdoba,2022,48,Dengue,9,De 25 a 34 años,1,14014
14,Capital,14,Córdoba,2022,50,Dengue,11,De 45 a 65 años,1,14014
21,Colón,14,Córdoba,2022,16,Dengue,8,De 20 a 24 años,1,14021
21,Colón,14,Córdoba,2022,17,Dengue,10,De 35 a 44 años,1,14021
147,Santa María,14,Córdoba,2022,40,Dengue,10,De 35 a 44 años,1,14147
21,Capital,18,Corrientes,2022,31,Dengue,10,De 35 a 44 años,1,18021
21,Godoy Cruz,50,Mendoza,2022,41,Dengue,11,De 45 a 65 años,1,50021
35,Junín,50,Mendoza,2022,44,Dengue,9,De 25 a 34 años,1,50035
49,Las Heras,50,Mendoza,2022,11,Dengue,10,De 35 a 44 años,1,50049
56,Guaraní,54,Misiones,2022,19,Dengue,9,De 25 a 34 años,1,54056
28,Capital,66,Salta,2022,16,Dengue,11,De 45 a 65 años,1,66028
56,Grl. José de San Martín,66,Salta,2022,6,Dengue,6,De 10 a 14 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,10,Dengue,6,De 10 a 14 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,11,Dengue,6,De 10 a 14 años,5,66056
56,Grl. José de San Martín,66,Salta,2022,12,Dengue,6,De 10 a 14 años,4,66056
56,Grl. José de San Martín,66,Salta,2022,13,Dengue,6,De 10 a 14 años,3,66056
56,Grl. José de San Martín,66,Salta,2022,14,Dengue,6,De 10 a 14 años,10,66056
56,Grl. José de San Martín,66,Salta,2022,15,Dengue,6,De 10 a 14 años,8,66056
56,Grl. José de San Martín,66,Salta,2022,16,Dengue,6,De 10 a 14 años,9,66056
56,Grl. José de San Martín,66,Salta,2022,17,Dengue,6,De 10 a 14 años,10,66056
56,Grl. José de San Martín,66,Salta,2022,18,Dengue,6,De 10 a 14 años,4,66056
56,Grl. José de San Martín,66,Salta,2022,19,Dengue,6,De 10 a 14 años,4,66056
56,Grl. José de San Martín,66,Salta,2022,20,Dengue,6,De 10 a 14 años,3,66056
56,Grl. José de San Martín,66,Salta,2022,21,Dengue,6,De 10 a 14 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,22,Dengue,6,De 10 a 14 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,16,Dengue,3,De 13 a 24 meses,1,66056
56,Grl. José de San Martín,66,Salta,2022,17,Dengue,3,De 13 a 24 meses,1,66056
56,Grl. José de San Martín,66,Salta,2022,10,Dengue,7,De 15 a 19 años,2,66056
56,Grl. José de San Martín,66,Salta,2022,11,Dengue,7,De 15 a 19 años,2,66056
56,Grl. José de San Martín,66,Salta,2022,12,Dengue,7,De 15 a 19 años,2,66056
56,Grl. José de San Martín,66,Salta,2022,13,Dengue,7,De 15 a 19 años,2,66056
56,Grl. José de San Martín,66,Salta,2022,14,Dengue,7,De 15 a 19 años,6,66056
56,Grl. José de San Martín,66,Salta,2022,15,Dengue,7,De 15 a 19 años,9,66056
56,Grl. José de San Martín,66,Salta,2022,16,Dengue,7,De 15 a 19 años,10,66056
56,Grl. José de San Martín,66,Salta,2022,17,Dengue,7,De 15 a 19 años,6,66056
56,Grl. José de San Martín,66,Salta,2022,18,Dengue,7,De 15 a 19 años,5,66056
56,Grl. José de San Martín,66,Salta,2022,19,Dengue,7,De 15 a 19 años,4,66056
56,Grl. José de San Martín,66,Salta,2022,20,Dengue,7,De 15 a 19 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,14,Dengue,4,De 2 a 4 años,3,66056
56,Grl. José de San Martín,66,Salta,2022,15,Dengue,4,De 2 a 4 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,16,Dengue,4,De 2 a 4 años,2,66056
56,Grl. José de San Martín,66,Salta,2022,17,Dengue,4,De 2 a 4 años,4,66056
56,Grl. José de San Martín,66,Salta,2022,18,Dengue,4,De 2 a 4 años,2,66056
56,Grl. José de San Martín,66,Salta,2022,19,Dengue,4,De 2 a 4 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,5,Dengue,8,De 20 a 24 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,10,Dengue,8,De 20 a 24 años,3,66056
56,Grl. José de San Martín,66,Salta,2022,12,Dengue,8,De 20 a 24 años,3,66056
56,Grl. José de San Martín,66,Salta,2022,13,Dengue,8,De 20 a 24 años,2,66056
56,Grl. José de San Martín,66,Salta,2022,14,Dengue,8,De 20 a 24 años,11,66056
56,Grl. José de San Martín,66,Salta,2022,15,Dengue,8,De 20 a 24 años,9,66056
56,Grl. José de San Martín,66,Salta,2022,16,Dengue,8,De 20 a 24 años,8,66056
56,Grl. José de San Martín,66,Salta,2022,17,Dengue,8,De 20 a 24 años,3,66056
56,Grl. José de San Martín,66,Salta,2022,18,Dengue,8,De 20 a 24 años,6,66056
56,Grl. José de San Martín,66,Salta,2022,19,Dengue,8,De 20 a 24 años,8,66056
56,Grl. José de San Martín,66,Salta,2022,20,Dengue,8,De 20 a 24 años,3,66056
56,Grl. José de San Martín,66,Salta,2022,21,Dengue,8,De 20 a 24 años,3,66056
56,Grl. José de San Martín,66,Salta,2022,4,Dengue,9,De 25 a 34 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,7,Dengue,9,De 25 a 34 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,11,Dengue,9,De 25 a 34 años,4,66056
56,Grl. José de San Martín,66,Salta,2022,12,Dengue,9,De 25 a 34 años,7,66056
56,Grl. José de San Martín,66,Salta,2022,13,Dengue,9,De 25 a 34 años,7,66056
56,Grl. José de San Martín,66,Salta,2022,14,Dengue,9,De 25 a 34 años,14,66056
56,Grl. José de San Martín,66,Salta,2022,15,Dengue,9,De 25 a 34 años,11,66056
56,Grl. José de San Martín,66,Salta,2022,16,Dengue,9,De 25 a 34 años,13,66056
56,Grl. José de San Martín,66,Salta,2022,17,Dengue,9,De 25 a 34 años,15,66056
56,Grl. José de San Martín,66,Salta,2022,18,Dengue,9,De 25 a 34 años,13,66056
56,Grl. José de San Martín,66,Salta,2022,19,Dengue,9,De 25 a 34 años,4,66056
56,Grl. José de San Martín,66,Salta,2022,20,Dengue,9,De 25 a 34 años,4,66056
56,Grl. José de San Martín,66,Salta,2022,21,Dengue,9,De 25 a 34 años,5,66056
56,Grl. José de San Martín,66,Salta,2022,22,Dengue,9,De 25 a 34 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,5,Dengue,10,De 35 a 44 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,9,Dengue,10,De 35 a 44 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,10,Dengue,10,De 35 a 44 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,12,Dengue,10,De 35 a 44 años,11,66056
56,Grl. José de San Martín,66,Salta,2022,13,Dengue,10,De 35 a 44 años,8,66056
56,Grl. José de San Martín,66,Salta,2022,14,Dengue,10,De 35 a 44 años,11,66056
56,Grl. José de San Martín,66,Salta,2022,15,Dengue,10,De 35 a 44 años,9,66056
56,Grl. José de San Martín,66,Salta,2022,16,Dengue,10,De 35 a 44 años,19,66056
56,Grl. José de San Martín,66,Salta,2022,17,Dengue,10,De 35 a 44 años,13,66056
56,Grl. José de San Martín,66,Salta,2022,18,Dengue,10,De 35 a 44 años,9,66056
56,Grl. José de San Martín,66,Salta,2022,19,Dengue,10,De 35 a 44 años,4,66056
56,Grl. José de San Martín,66,Salta,2022,20,Dengue,10,De 35 a 44 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,21,Dengue,10,De 35 a 44 años,4,66056
56,Grl. José de San Martín,66,Salta,2022,22,Dengue,10,De 35 a 44 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,5,Dengue,11,De 45 a 65 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,8,Dengue,11,De 45 a 65 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,10,Dengue,11,De 45 a 65 años,2,66056
56,Grl. José de San Martín,66,Salta,2022,11,Dengue,11,De 45 a 65 años,10,66056
56,Grl. José de San Martín,66,Salta,2022,12,Dengue,11,De 45 a 65 años,4,66056
56,Grl. José de San Martín,66,Salta,2022,13,Dengue,11,De 45 a 65 años,6,66056
56,Grl. José de San Martín,66,Salta,2022,14,Dengue,11,De 45 a 65 años,10,66056
56,Grl. José de San Martín,66,Salta,2022,15,Dengue,11,De 45 a 65 años,16,66056
56,Grl. José de San Martín,66,Salta,2022,16,Dengue,11,De 45 a 65 años,14,66056
56,Grl. José de San Martín,66,Salta,2022,17,Dengue,11,De 45 a 65 años,11,66056
56,Grl. José de San Martín,66,Salta,2022,18,Dengue,11,De 45 a 65 años,12,66056
56,Grl. José de San Martín,66,Salta,2022,19,Dengue,11,De 45 a 65 años,3,66056
56,Grl. José de San Martín,66,Salta,2022,20,Dengue,11,De 45 a 65 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,21,Dengue,11,De 45 a 65 años,3,66056
56,Grl. José de San Martín,66,Salta,2022,22,Dengue,11,De 45 a 65 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,4,Dengue,5,De 5 a 9 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,11,Dengue,5,De 5 a 9 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,12,Dengue,5,De 5 a 9 años,4,66056
56,Grl. José de San Martín,66,Salta,2022,13,Dengue,5,De 5 a 9 años,7,66056
56,Grl. José de San Martín,66,Salta,2022,14,Dengue,5,De 5 a 9 años,7,66056
56,Grl. José de San Martín,66,Salta,2022,15,Dengue,5,De 5 a 9 años,5,66056
56,Grl. José de San Martín,66,Salta,2022,16,Dengue,5,De 5 a 9 años,4,66056
56,Grl. José de San Martín,66,Salta,2022,17,Dengue,5,De 5 a 9 años,7,66056
56,Grl. José de San Martín,66,Salta,2022,18,Dengue,5,De 5 a 9 años,5,66056
56,Grl. José de San Martín,66,Salta,2022,19,Dengue,5,De 5 a 9 años,2,66056
56,Grl. José de San Martín,66,Salta,2022,12,Dengue,12,Mayores de 65 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,13,Dengue,12,Mayores de 65 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,14,Dengue,12,Mayores de 65 años,4,66056
56,Grl. José de San Martín,66,Salta,2022,15,Dengue,12,Mayores de 65 años,2,66056
56,Grl. José de San Martín,66,Salta,2022,16,Dengue,12,Mayores de 65 años,2,66056
56,Grl. José de San Martín,66,Salta,2022,17,Dengue,12,Mayores de 65 años,3,66056
56,Grl. José de San Martín,66,Salta,2022,18,Dengue,12,Mayores de 65 años,3,66056
56,Grl. José de San Martín,66,Salta,2022,19,Dengue,12,Mayores de 65 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,20,Dengue,12,Mayores de 65 años,1,66056
56,Grl. José de San Martín,66,Salta,2022,12,Dengue,2,Posneonato (29 hasta 365 dias),1,66056
56,Grl. José de San Martín,66,Salta,2022,17,Dengue,2,Posneonato (29 hasta 365 dias),1,66056
126,Orán,66,Salta,2022,16,Dengue,6,De 10 a 14 años,1,66126
126,Orán,66,Salta,2022,19,Dengue,8,De 20 a 24 años,1,66126
126,Orán,66,Salta,2022,13,Dengue,9,De 25 a 34 años,1,66126
126,Orán,66,Salta,2022,14,Dengue,9,De 25 a 34 años,1,66126
126,Orán,66,Salta,2022,17,Dengue,9,De 25 a 34 años,2,66126
126,Orán,66,Salta,2022,20,Dengue,9,De 25 a 34 años,1,66126
126,Orán,66,Salta,2022,21,Dengue,9,De 25 a 34 años,1,66126
126,Orán,66,Salta,2022,23,Dengue,9,De 25 a 34 años,1,66126
126,Orán,66,Salta,2022,14,Dengue,11,De 45 a 65 años,1,66126
126,Orán,66,Salta,2022,19,Dengue,11,De 45 a 65 años,1,66126
126,Orán,66,Salta,2022,21,Dengue,11,De 45 a 65 años,1,66126
126,Orán,66,Salta,2022,18,Dengue,5,De 5 a 9 años,1,66126
126,Orán,66,Salta,2022,14,Dengue,12,Mayores de 65 años,1,66126
126,Orán,66,Salta,2022,15,Dengue,12,Mayores de 65 años,1,66126
126,Orán,66,Salta,2022,18,Dengue,12,Mayores de 65 años,1,66126
133,Rivadavia,66,Salta,2022,15,Dengue,6,De 10 a 14 años,1,66133
133,Rivadavia,66,Salta,2022,17,Dengue,6,De 10 a 14 años,2,66133
133,Rivadavia,66,Salta,2022,14,Dengue,7,De 15 a 19 años,1,66133
133,Rivadavia,66,Salta,2022,17,Dengue,7,De 15 a 19 años,1,66133
133,Rivadavia,66,Salta,2022,18,Dengue,7,De 15 a 19 años,1,66133
133,Rivadavia,66,Salta,2022,19,Dengue,7,De 15 a 19 años,1,66133
133,Rivadavia,66,Salta,2022,22,Dengue,7,De 15 a 19 años,1,66133
133,Rivadavia,66,Salta,2022,17,Dengue,4,De 2 a 4 años,1,66133
133,Rivadavia,66,Salta,2022,15,Dengue,8,De 20 a 24 años,1,66133
133,Rivadavia,66,Salta,2022,16,Dengue,8,De 20 a 24 años,2,66133
133,Rivadavia,66,Salta,2022,12,Dengue,9,De 25 a 34 años,1,66133
133,Rivadavia,66,Salta,2022,15,Dengue,9,De 25 a 34 años,2,66133
133,Rivadavia,66,Salta,2022,17,Dengue,9,De 25 a 34 años,1,66133
133,Rivadavia,66,Salta,2022,19,Dengue,9,De 25 a 34 años,2,66133
133,Rivadavia,66,Salta,2022,20,Dengue,9,De 25 a 34 años,1,66133
133,Rivadavia,66,Salta,2022,14,Dengue,10,De 35 a 44 años,2,66133
133,Rivadavia,66,Salta,2022,16,Dengue,10,De 35 a 44 años,1,66133
133,Rivadavia,66,Salta,2022,17,Dengue,10,De 35 a 44 años,1,66133
133,Rivadavia,66,Salta,2022,18,Dengue,10,De 35 a 44 años,2,66133
133,Rivadavia,66,Salta,2022,12,Dengue,11,De 45 a 65 años,1,66133
133,Rivadavia,66,Salta,2022,14,Dengue,11,De 45 a 65 años,1,66133
133,Rivadavia,66,Salta,2022,15,Dengue,11,De 45 a 65 años,2,66133
133,Rivadavia,66,Salta,2022,16,Dengue,11,De 45 a 65 años,1,66133
133,Rivadavia,66,Salta,2022,17,Dengue,11,De 45 a 65 años,4,66133
133,Rivadavia,66,Salta,2022,18,Dengue,11,De 45 a 65 años,2,66133
133,Rivadavia,66,Salta,2022,22,Dengue,11,De 45 a 65 años,1,66133
133,Rivadavia,66,Salta,2022,11,Dengue,12,Mayores de 65 años,1,66133
133,Rivadavia,66,Salta,2022,14,Dengue,2,Posneonato (29 hasta 365 dias),1,66133
56,La Capital,74,San Luis,2022,8,Dengue,9,De 25 a 34 años,1,74056
21,Castellanos,82,Santa Fe,2022,19,Dengue,6,De 10 a 14 años,1,82021
21,Castellanos,82,Santa Fe,2022,11,Dengue,7,De 15 a 19 años,1,82021
21,Castellanos,82,Santa Fe,2022,12,Dengue,8,De 20 a 24 años,1,82021
21,Castellanos,82,Santa Fe,2022,15,Dengue,8,De 20 a 24 años,1,82021
21,Castellanos,82,Santa Fe,2022,10,Dengue,9,De 25 a 34 años,1,82021
21,Castellanos,82,Santa Fe,2022,11,Dengue,9,De 25 a 34 años,1,82021
21,Castellanos,82,Santa Fe,2022,20,Dengue,9,De 25 a 34 años,1,82021
21,Castellanos,82,Santa Fe,2022,11,Dengue,10,De 35 a 44 años,1,82021
21,Castellanos,82,Santa Fe,2022,13,Dengue,10,De 35 a 44 años,1,82021
21,Castellanos,82,Santa Fe,2022,14,Dengue,10,De 35 a 44 años,1,82021
21,Castellanos,82,Santa Fe,2022,18,Dengue,10,De 35 a 44 años,1,82021
21,Castellanos,82,Santa Fe,2022,19,Dengue,10,De 35 a 44 años,1,82021
21,Castellanos,82,Santa Fe,2022,20,Dengue,10,De 35 a 44 años,1,82021
21,Castellanos,82,Santa Fe,2022,9,Dengue,11,De 45 a 65 años,2,82021
21,Castellanos,82,Santa Fe,2022,10,Dengue,11,De 45 a 65 años,1,82021
21,Castellanos,82,Santa Fe,2022,13,Dengue,11,De 45 a 65 años,1,82021
21,Castellanos,82,Santa Fe,2022,14,Dengue,11,De 45 a 65 años,1,82021
21,Castellanos,82,Santa Fe,2022,18,Dengue,12,Mayores de 65 años,1,82021
28,Constitución,82,Santa Fe,2022,20,Dengue,10,De 35 a 44 años,1,82028
63,La Capital,82,Santa Fe,2022,17,Dengue,12,Mayores de 65 años,1,82063
84,Rosario,82,Santa Fe,2022,20,Dengue,8,De 20 a 24 años,1,82084
84,Rosario,82,Santa Fe,2022,5,Dengue,9,De 25 a 34 años,1,82084
84,Rosario,82,Santa Fe,2022,28,Dengue,10,De 35 a 44 años,1,82084
119,San Lorenzo,82,Santa Fe,2022,15,Dengue,10,De 35 a 44 años,1,82119
119,San Lorenzo,82,Santa Fe,2022,29,Dengue,10,De 35 a 44 años,1,82119
119,San Lorenzo,82,Santa Fe,2022,14,Dengue,11,De 45 a 65 años,1,82119
126,San Martín,82,Santa Fe,2022,13,Dengue,9,De 25 a 34 años,1,82126
35,Banda,86,Santiago del Estero,2022,14,Dengue,10,De 35 a 44 años,1,86035
35,Banda,86,Santiago del Estero,2022,16,Dengue,10,De 35 a 44 años,1,86035
35,Banda,86,Santiago del Estero,2022,6,Dengue,11,De 45 a 65 años,1,86035
49,Capital,86,Santiago del Estero,2022,14,Dengue,10,De 35 a 44 años,1,86049
