departamento_nombre,provincia_id,provincia_nombre,ano,semanas_epidemiologicas,evento_nombre,grupo_edad_id,grupo_edad_desc,cantidad_casos,departamento_nombre_normalizado,provincia_nombre_normalizado,fila_original
comuna 9,2,ciudad de buenos aires,2018,18,dengue,10,de 45 a 65 anos,1,comuna 9,ciudad de buenos aires,92
comuna 9,2,ciudad de buenos aires,2018,18,dengue,11,mayores de 65 anos,1,comuna 9,ciudad de buenos aires,93
comuna 10,2,ciudad de buenos aires,2018,16,dengue,4,de 5 a 9 anos,1,comuna 10,ciudad de buenos aires,94
comuna 10,2,ciudad de buenos aires,2018,18,dengue,5,de 10 a 14 anos,1,comuna 10,ciudad de buenos aires,95
comuna 10,2,ciudad de buenos aires,2018,18,dengue,6,de 15 a 19 anos,1,comuna 10,ciudad de buenos aires,96
comuna 12,2,ciudad de buenos aires,2018,11,dengue,7,de 20 a 24 anos,1,comuna 12,ciudad de buenos aires,97
comuna 12,2,ciudad de buenos aires,2018,11,dengue,11,mayores de 65 anos,1,comuna 12,ciudad de buenos aires,98
comuna 12,2,ciudad de buenos aires,2018,13,dengue,11,mayores de 65 anos,1,comuna 12,ciudad de buenos aires,99
comuna 12,2,ciudad de buenos aires,2018,17,dengue,11,mayores de 65 anos,1,comuna 12,ciudad de buenos aires,100
comuna 12,2,ciudad de buenos aires,2018,19,dengue,9,de 35 a 44 anos,1,comuna 12,ciudad de buenos aires,101
comuna 14,2,ciudad de buenos aires,2018,38,dengue,9,de 35 a 44 anos,1,comuna 14,ciudad de buenos aires,102
comuna 15,2,ciudad de buenos aires,2018,9,dengue,10,de 45 a 65 anos,1,comuna 15,ciudad de buenos aires,103
comuna 15,2,ciudad de buenos aires,2018,12,dengue,11,mayores de 65 anos,1,comuna 15,ciudad de buenos aires,104
comuna 15,2,ciudad de buenos aires,2018,15,dengue,11,mayores de 65 anos,1,comuna 15,ciudad de buenos aires,105
comuna 15,2,ciudad de buenos aires,2018,16,dengue,9,de 35 a 44 anos,1,comuna 15,ciudad de buenos aires,106
comuna 15,2,ciudad de buenos aires,2018,17,dengue,11,mayores de 65 anos,1,comuna 15,ciudad de buenos aires,107
comuna 15,2,ciudad de buenos aires,2018,18,dengue,7,de 20 a 24 anos,1,comuna 15,ciudad de buenos aires,108
almirante brown,6,buenos aires,2018,16,dengue,11,mayores de 65 anos,1,almirante brown,buenos aires,109
almirante brown,6,buenos aires,2018,18,dengue,11,mayores de 65 anos,1,almirante brown,buenos aires,110
almirante brown,6,buenos aires,2018,19,dengue,10,de 45 a 65 anos,1,almirante brown,buenos aires,111
avellaneda,6,buenos aires,2018,7,dengue,7,de 20 a 24 anos,1,avellaneda,buenos aires,112
avellaneda,6,buenos aires,2018,7,dengue,11,mayores de 65 anos,1,avellaneda,buenos aires,113
avellaneda,6,buenos aires,2018,9,dengue,6,de 15 a 19 anos,1,avellaneda,buenos aires,114
avellaneda,6,buenos aires,2018,9,dengue,7,de 20 a 24 anos,1,avellaneda,buenos aires,115
avellaneda,6,buenos aires,2018,9,dengue,9,de 35 a 44 anos,1,avellaneda,buenos aires,116
avellaneda,6,buenos aires,2018,10,dengue,7,de 20 a 24 anos,1,avellaneda,buenos aires,117
avellaneda,6,buenos aires,2018,10,dengue,11,mayores de 65 anos,1,avellaneda,buenos aires,118
avellaneda,6,buenos aires,2018,11,dengue,6,de 15 a 19 anos,2,avellaneda,buenos aires,119
avellaneda,6,buenos aires,2018,11,dengue,7,de 20 a 24 anos,1,avellaneda,buenos aires,120
avellaneda,6,buenos aires,2018,11,dengue,9,de 35 a 44 anos,1,avellaneda,buenos aires,121
avellaneda,6,buenos aires,2018,11,dengue,11,mayores de 65 anos,1,avellaneda,buenos aires,122
avellaneda,6,buenos aires,2018,12,dengue,6,de 15 a 19 anos,1,avellaneda,buenos aires,123
avellaneda,6,buenos aires,2018,12,dengue,10,de 45 a 65 anos,2,avellaneda,buenos aires,124
avellaneda,6,buenos aires,2018,13,dengue,9,de 35 a 44 anos,2,avellaneda,buenos aires,125
avellaneda,6,buenos aires,2018,13,dengue,10,de 45 a 65 anos,2,avellaneda,buenos aires,126
avellaneda,6,buenos aires,2018,13,dengue,11,mayores de 65 anos,1,avellaneda,buenos aires,127
avellaneda,6,buenos aires,2018,14,dengue,5,de 10 a 14 anos,1,avellaneda,buenos aires,128
avellaneda,6,buenos aires,2018,14,dengue,6,de 15 a 19 anos,2,avellaneda,buenos aires,129
avellaneda,6,buenos aires,2018,14,dengue,7,de 20 a 24 anos,1,avellaneda,buenos aires,130
avellaneda,6,buenos aires,2018,14,dengue,9,de 35 a 44 anos,3,avellaneda,buenos aires,131
avellaneda,6,buenos aires,2018,14,dengue,10,de 45 a 65 anos,1,avellaneda,buenos aires,132
avellaneda,6,buenos aires,2018,14,dengue,11,mayores de 65 anos,2,avellaneda,buenos aires,133
avellaneda,6,buenos aires,2018,15,dengue,5,de 10 a 14 anos,2,avellaneda,buenos aires,134
avellaneda,6,buenos aires,2018,15,dengue,9,de 35 a 44 anos,3,avellaneda,buenos aires,135
avellaneda,6,buenos aires,2018,15,dengue,11,mayores de 65 anos,1,avellaneda,buenos aires,136
avellaneda,6,buenos aires,2018,16,dengue,6,de 15 a 19 anos,1,avellaneda,buenos aires,137
avellaneda,6,buenos aires,2018,16,dengue,7,de 20 a 24 anos,2,avellaneda,buenos aires,138
avellaneda,6,buenos aires,2018,16,dengue,9,de 35 a 44 anos,1,avellaneda,buenos aires,139
avellaneda,6,buenos aires,2018,16,dengue,10,de 45 a 65 anos,2,avellaneda,buenos aires,140
avellaneda,6,buenos aires,2018,17,dengue,4,de 5 a 9 anos,1,avellaneda,buenos aires,141
avellaneda,6,buenos aires,2018,17,dengue,7,de 20 a 24 anos,3,avellaneda,buenos aires,142
avellaneda,6,buenos aires,2018,17,dengue,7,de 20 a 24 anos,1,avellaneda,buenos aires,143
avellaneda,6,buenos aires,2018,18,dengue,7,de 20 a 24 anos,2,avellaneda,buenos aires,144
avellaneda,6,buenos aires,2018,18,dengue,8,de 25 a 34 anos,1,avellaneda,buenos aires,145
avellaneda,6,buenos aires,2018,18,dengue,9,de 35 a 44 anos,3,avellaneda,buenos aires,146
avellaneda,6,buenos aires,2018,19,dengue,6,de 15 a 19 anos,2,avellaneda,buenos aires,147
avellaneda,6,buenos aires,2018,19,dengue,8,de 25 a 34 anos,1,avellaneda,buenos aires,148
avellaneda,6,buenos aires,2018,19,dengue,9,de 35 a 44 anos,1,avellaneda,buenos aires,149
avellaneda,6,buenos aires,2018,20,dengue,10,de 45 a 65 anos,1,avellaneda,buenos aires,150
escobar,6,buenos aires,2018,40,dengue,7,de 20 a 24 anos,1,escobar,buenos aires,151
esteban echeverria,6,buenos aires,2018,19,dengue,11,mayores de 65 anos,1,esteban echeverria,buenos aires,152
ezeiza,6,buenos aires,2018,11,dengue,10,de 45 a 65 anos,1,ezeiza,buenos aires,153
ezeiza,6,buenos aires,2018,13,dengue,9,de 35 a 44 anos,1,ezeiza,buenos aires,154
ezeiza,6,buenos aires,2018,18,dengue,10,de 45 a 65 anos,1,ezeiza,buenos aires,155
ezeiza,6,buenos aires,2018,19,dengue,9,de 35 a 44 anos,1,ezeiza,buenos aires,156
florencio varela,6,buenos aires,2018,10,dengue,7,de 20 a 24 anos,1,florencio varela,buenos aires,157
florencio varela,6,buenos aires,2018,19,dengue,11,mayores de 65 anos,1,florencio varela,buenos aires,158
florencio varela,6,buenos aires,2018,41,dengue,8,de 25 a 34 anos,1,florencio varela,buenos aires,159
general san martin,6,buenos aires,2018,11,dengue,7,de 20 a 24 anos,1,general san martin,buenos aires,160
ituzaingo,6,buenos aires,2018,11,dengue,11,mayores de 65 anos,1,ituzaingo,buenos aires,161
jose c paz,6,buenos aires,2018,19,dengue,8,de 25 a 34 anos,1,jose c paz,buenos aires,162
la matanza,6,buenos aires,2018,9,dengue,9,de 35 a 44 anos,1,la matanza,buenos aires,163
la matanza,6,buenos aires,2018,9,dengue,11,mayores de 65 anos,1,la matanza,buenos aires,164
la matanza,6,buenos aires,2018,12,dengue,7,de 20 a 24 anos,1,la matanza,buenos aires,165
la matanza,6,buenos aires,2018,12,dengue,11,mayores de 65 anos,1,la matanza,buenos aires,166
la matanza,6,buenos aires,2018,13,dengue,7,de 20 a 24 anos,1,la matanza,buenos aires,167
la matanza,6,buenos aires,2018,13,dengue,9,de 35 a 44 anos,1,la matanza,buenos aires,168
la matanza,6,buenos aires,2018,13,dengue,10,de 45 a 65 anos,1,la matanza,buenos aires,169
la matanza,6,buenos aires,2018,13,dengue,11,mayores de 65 anos,2,la matanza,buenos aires,170
la matanza,6,buenos aires,2018,14,dengue,9,de 35 a 44 anos,2,la matanza,buenos aires,171
la matanza,6,buenos aires,2018,14,dengue,11,mayores de 65 anos,2,la matanza,buenos aires,172
la matanza,6,buenos aires,2018,14,dengue,11,mayores de 65 anos,1,la matanza,buenos aires,173
la matanza,6,buenos aires,2018,15,dengue,11,mayores de 65 anos,1,la matanza,buenos aires,174
la matanza,6,buenos aires,2018,16,dengue,5,de 10 a 14 anos,1,la matanza,buenos aires,175
la matanza,6,buenos aires,2018,16,dengue,9,de 35 a 44 anos,1,la matanza,buenos aires,176
la matanza,6,buenos aires,2018,16,dengue,10,de 45 a 65 anos,1,la matanza,buenos aires,177
la matanza,6,buenos aires,2018,17,dengue,6,de 15 a 19 anos,1,la matanza,buenos aires,178
la matanza,6,buenos aires,2018,17,dengue,9,de 35 a 44 anos,4,la matanza,buenos aires,179
la matanza,6,buenos aires,2018,17,dengue,11,mayores de 65 anos,2,la matanza,buenos aires,180
la matanza,6,buenos aires,2018,18,dengue,9,de 35 a 44 anos,3,la matanza,buenos aires,181
la matanza,6,buenos aires,2018,18,dengue,10,de 45 a 65 anos,3,la matanza,buenos aires,182
la matanza,6,buenos aires,2018,18,dengue,11,mayores de 65 anos,2,la matanza,buenos aires,183
la matanza,6,buenos aires,2018,19,dengue,10,de 45 a 65 anos,2,la matanza,buenos aires,184
la matanza,6,buenos aires,2018,21,dengue,8,de 25 a 34 anos,1,la matanza,buenos aires,185
la matanza,6,buenos aires,2018,21,dengue,9,de 35 a 44 anos,1,la matanza,buenos aires,186
lanus,6,buenos aires,2018,10,dengue,9,de 35 a 44 anos,1,lanus,buenos aires,187
lanus,6,buenos aires,2018,10,dengue,11,mayores de 65 anos,1,lanus,buenos aires,188
lanus,6,buenos aires,2018,14,dengue,6,de 15 a 19 anos,1,lanus,buenos aires,189
lanus,6,buenos aires,2018,14,dengue,10,de 45 a 65 anos,1,lanus,buenos aires,190
lanus,6,buenos aires,2018,15,dengue,9,de 35 a 44 anos,1,lanus,buenos aires,191
lanus,6,buenos aires,2018,15,dengue,10,de 45 a 65 anos,1,lanus,buenos aires,192
lanus,6,buenos aires,2018,16,dengue,9,de 35 a 44 anos,1,lanus,buenos aires,193
lomas de zamora,6,buenos aires,2018,11,dengue,9,de 35 a 44 anos,1,lomas de zamora,buenos aires,194
lomas de zamora,6,buenos aires,2018,11,dengue,11,mayores de 65 anos,1,lomas de zamora,buenos aires,195
lomas de zamora,6,buenos aires,2018,12,dengue,9,de 35 a 44 anos,1,lomas de zamora,buenos aires,196
lomas de zamora,6,buenos aires,2018,14,dengue,7,de 20 a 24 anos,1,lomas de zamora,buenos aires,197
lomas de zamora,6,buenos aires,2018,15,dengue,6,de 15 a 19 anos,1,lomas de zamora,buenos aires,198
lomas de zamora,6,buenos aires,2018,15,dengue,11,mayores de 65 anos,1,lomas de zamora,buenos aires,199
lomas de zamora,6,buenos aires,2018,17,dengue,6,de 15 a 19 anos,2,lomas de zamora,buenos aires,200
lomas de zamora,6,buenos aires,2018,18,dengue,10,de 45 a 65 anos,1,lomas de zamora,buenos aires,201
merlo,6,buenos aires,2018,10,dengue,5,de 10 a 14 anos,1,merlo,buenos aires,202
merlo,6,buenos aires,2018,10,dengue,10,de 45 a 65 anos,1,merlo,buenos aires,203
merlo,6,buenos aires,2018,14,dengue,10,de 45 a 65 anos,1,merlo,buenos aires,204
moron,6,buenos aires,2018,9,dengue,10,de 45 a 65 anos,1,moron,buenos aires,205
moron,6,buenos aires,2018,10,dengue,10,de 45 a 65 anos,2,moron,buenos aires,206
moron,6,buenos aires,2018,10,dengue,11,mayores de 65 anos,1,moron,buenos aires,207
moron,6,buenos aires,2018,11,dengue,7,de 20 a 24 anos,1,moron,buenos aires,208
moron,6,buenos aires,2018,15,dengue,7,de 20 a 24 anos,1,moron,buenos aires,209
moron,6,buenos aires,2018,18,dengue,7,de 20 a 24 anos,1,moron,buenos aires,210
moron,6,buenos aires,2018,18,dengue,11,mayores de 65 anos,1,moron,buenos aires,211
9 de julio,22,chaco,2018,16,dengue,6,de 15 a 19 anos,1,9 de julio,chaco,212
9 de julio,22,chaco,2018,17,dengue,10,de 45 a 65 anos,1,9 de julio,chaco,213
9 de julio,22,chaco,2018,18,dengue,9,de 35 a 44 anos,1,9 de julio,chaco,214
9 de julio,22,chaco,2018,18,dengue,11,mayores de 65 anos,1,9 de julio,chaco,215
9 de julio,22,chaco,2018,19,dengue,6,de 15 a 19 anos,1,9 de julio,chaco,216
9 de julio,22,chaco,2018,19,dengue,10,de 45 a 65 anos,1,9 de julio,chaco,217
9 de julio,22,chaco,2018,19,dengue,11,mayores de 65 anos,2,9 de julio,chaco,218
9 de julio,22,chaco,2018,20,dengue,6,de 15 a 19 anos,3,9 de julio,chaco,219
9 de julio,22,chaco,2018,20,dengue,11,mayores de 65 anos,1,9 de julio,chaco,220
9 de julio,22,chaco,2018,21,dengue,5,de 10 a 14 anos,1,9 de julio,chaco,221
9 de julio,22,chaco,2018,21,dengue,7,de 20 a 24 anos,1,9 de julio,chaco,222
9 de julio,22,chaco,2018,21,dengue,9,de 35 a 44 anos,2,9 de julio,chaco,223
9 de julio,22,chaco,2018,21,dengue,11,mayores de 65 anos,2,9 de julio,chaco,224
9 de julio,22,chaco,2018,22,dengue,10,de 45 a 65 anos,1,9 de julio,chaco,225
9 de julio,22,chaco,2018,22,dengue,11,mayores de 65 anos,1,9 de julio,chaco,226
9 de julio,22,chaco,2018,23,dengue,11,mayores de 65 anos,1,9 de julio,chaco,227
quilmes,6,buenos aires,2018,15,dengue,8,de 25 a 34 anos,1,quilmes,buenos aires,228
quilmes,6,buenos aires,2018,17,dengue,10,de 45 a 65 anos,1,quilmes,buenos aires,229
quilmes,6,buenos aires,2018,18,dengue,7,de 20 a 24 anos,3,quilmes,buenos aires,230
quilmes,6,buenos aires,2018,19,dengue,5,de 10 a 14 anos,1,quilmes,buenos aires,231
quilmes,6,buenos aires,2018,19,dengue,9,de 35 a 44 anos,1,quilmes,buenos aires,232
quilmes,6,buenos aires,2018,19,dengue,11,mayores de 65 anos,1,quilmes,buenos aires,233
quilmes,6,buenos aires,2018,20,dengue,6,de 15 a 19 anos,1,quilmes,buenos aires,234
quilmes,6,buenos aires,2018,20,dengue,7,de 20 a 24 anos,1,quilmes,buenos aires,235
quilmes,6,buenos aires,2018,21,dengue,10,de 45 a 65 anos,2,quilmes,buenos aires,236
quilmes,6,buenos aires,2018,8,dengue,9,de 35 a 44 anos,1,quilmes,buenos aires,237
quilmes,6,buenos aires,2018,11,dengue,9,de 35 a 44 anos,1,quilmes,buenos aires,238
quilmes,6,buenos aires,2018,12,dengue,9,de 35 a 44 anos,1,quilmes,buenos aires,239
quilmes,6,buenos aires,2018,12,dengue,11,mayores de 65 anos,1,quilmes,buenos aires,240
quilmes,6,buenos aires,2018,14,dengue,7,de 20 a 24 anos,2,quilmes,buenos aires,241
quilmes,6,buenos aires,2018,14,dengue,10,de 45 a 65 anos,1,quilmes,buenos aires,242
quilmes,6,buenos aires,2018,15,dengue,7,de 20 a 24 anos,1,quilmes,buenos aires,243
quilmes,6,buenos aires,2018,15,dengue,9,de 35 a 44 anos,3,quilmes,buenos aires,244
quilmes,6,buenos aires,2018,15,dengue,11,mayores de 65 anos,1,quilmes,buenos aires,245
quilmes,6,buenos aires,2018,16,dengue,9,de 35 a 44 anos,2,quilmes,buenos aires,246
quilmes,6,buenos aires,2018,16,dengue,11,mayores de 65 anos,1,quilmes,buenos aires,247
