departamento_nombre,provincia_id,provincia_nombre,ano,semanas_epidemiologicas,evento_nombre,grupo_edad_id,grupo_edad_desc,cantidad_casos,departamento_nombre_normalizado,provincia_nombre_normalizado,fila_original
comuna 5,2,ciudad de buenos aires,2019,3,dengue,6,de 15 a 19 anos,1,comuna 5,ciudad de buenos aires,2
comuna 1,2,ciudad de buenos aires,2019,7,dengue,6,de 15 a 19 anos,1,comuna 1,ciudad de buenos aires,3
comuna 1,2,ciudad de buenos aires,2019,7,dengue,8,de 25 a 34 anos,1,comuna 1,ciudad de buenos aires,4
comuna 14,2,ciudad de buenos aires,2019,8,dengue,10,de 45 a 65 anos,1,comuna 14,ciudad de buenos aires,5
comuna 10,2,ciudad de buenos aires,2019,9,dengue,9,de 35 a 44 anos,1,comuna 10,ciudad de buenos aires,6
comuna 14,2,ciudad de buenos aires,2019,11,dengue,10,de 45 a 65 anos,1,comuna 14,ciudad de buenos aires,7
comuna 9,2,ciudad de buenos aires,2019,11,dengue,6,de 15 a 19 anos,1,comuna 9,ciudad de buenos aires,8
comuna 14,2,ciudad de buenos aires,2019,12,dengue,10,de 45 a 65 anos,1,comuna 14,ciudad de buenos aires,9
comuna 3,2,ciudad de buenos aires,2019,13,dengue,10,de 45 a 65 anos,1,comuna 3,ciudad de buenos aires,10
comuna 9,2,ciudad de buenos aires,2019,13,dengue,10,de 45 a 65 anos,1,comuna 9,ciudad de buenos aires,11
comuna 10,2,ciudad de buenos aires,2019,14,dengue,10,de 45 a 65 anos,1,comuna 10,ciudad de buenos aires,12
comuna 9,2,ciudad de buenos aires,2019,14,dengue,7,de 20 a 24 anos,1,comuna 9,ciudad de buenos aires,13
comuna 10,2,ciudad de buenos aires,2019,15,dengue,10,de 45 a 65 anos,1,comuna 10,ciudad de buenos aires,14
comuna 14,2,ciudad de buenos aires,2019,15,dengue,8,de 25 a 34 anos,1,comuna 14,ciudad de buenos aires,15
comuna 15,2,ciudad de buenos aires,2019,15,dengue,9,de 35 a 44 anos,1,comuna 15,ciudad de buenos aires,16
comuna 9,2,ciudad de buenos aires,2019,15,dengue,6,de 15 a 19 anos,1,comuna 9,ciudad de buenos aires,17
comuna 9,2,ciudad de buenos aires,2019,16,dengue,10,de 45 a 65 anos,1,comuna 9,ciudad de buenos aires,18
comuna 9,2,ciudad de buenos aires,2019,17,dengue,10,de 45 a 65 anos,3,comuna 9,ciudad de buenos aires,19
comuna 14,2,ciudad de buenos aires,2019,19,dengue,10,de 45 a 65 anos,1,comuna 14,ciudad de buenos aires,20
comuna 9,2,ciudad de buenos aires,2019,21,dengue,11,mayores de 65 anos,1,comuna 9,ciudad de buenos aires,21
comuna 1,2,ciudad de buenos aires,2019,49,dengue,10,de 45 a 65 anos,1,comuna 1,ciudad de buenos aires,22
comuna 1,2,ciudad de buenos aires,2019,51,dengue,8,de 25 a 34 anos,1,comuna 1,ciudad de buenos aires,23
berazategui,6,buenos aires,2019,7,dengue,10,de 45 a 65 anos,1,berazategui,buenos aires,24
exaltacion de la cruz,6,buenos aires,2019,26,dengue,10,de 45 a 65 anos,1,exaltacion de la cruz,buenos aires,25
florencio varela,6,buenos aires,2019,9,dengue,6,de 15 a 19 anos,1,florencio varela,buenos aires,26
florencio varela,6,buenos aires,2019,9,dengue,8,de 25 a 34 anos,2,florencio varela,buenos aires,27
florencio varela,6,buenos aires,2019,16,dengue,8,de 25 a 34 anos,1,florencio varela,buenos aires,28
florencio varela,6,buenos aires,2019,18,dengue,9,de 35 a 44 anos,1,florencio varela,buenos aires,29
florencio varela,6,buenos aires,2019,16,dengue,10,de 45 a 65 anos,1,florencio varela,buenos aires,30
general pueyrredon,6,buenos aires,2019,14,dengue,8,de 25 a 34 anos,1,general pueyrredon,buenos aires,31
ituzaingo,6,buenos aires,2019,12,dengue,5,de 10 a 14 anos,1,ituzaingo,buenos aires,32
ituzaingo,6,buenos aires,2019,9,dengue,6,de 15 a 19 anos,1,ituzaingo,buenos aires,33
ituzaingo,6,buenos aires,2019,15,dengue,6,de 15 a 19 anos,1,ituzaingo,buenos aires,34
ituzaingo,6,buenos aires,2019,19,dengue,6,de 15 a 19 anos,1,ituzaingo,buenos aires,35
ituzaingo,6,buenos aires,2019,9,dengue,7,de 20 a 24 anos,1,ituzaingo,buenos aires,36
ituzaingo,6,buenos aires,2019,11,dengue,7,de 20 a 24 anos,1,ituzaingo,buenos aires,37
ituzaingo,6,buenos aires,2019,13,dengue,7,de 20 a 24 anos,1,ituzaingo,buenos aires,38
ituzaingo,6,buenos aires,2019,13,dengue,8,de 25 a 34 anos,2,ituzaingo,buenos aires,39
ituzaingo,6,buenos aires,2019,14,dengue,8,de 25 a 34 anos,2,ituzaingo,buenos aires,40
ituzaingo,6,buenos aires,2019,15,dengue,8,de 25 a 34 anos,1,ituzaingo,buenos aires,41
ituzaingo,6,buenos aires,2019,9,dengue,9,de 35 a 44 anos,1,ituzaingo,buenos aires,42
ituzaingo,6,buenos aires,2019,11,dengue,9,de 35 a 44 anos,1,ituzaingo,buenos aires,43
ituzaingo,6,buenos aires,2019,12,dengue,9,de 35 a 44 anos,2,ituzaingo,buenos aires,44
ituzaingo,6,buenos aires,2019,13,dengue,9,de 35 a 44 anos,3,ituzaingo,buenos aires,45
ituzaingo,6,buenos aires,2019,14,dengue,9,de 35 a 44 anos,1,ituzaingo,buenos aires,46
ituzaingo,6,buenos aires,2019,16,dengue,9,de 35 a 44 anos,1,ituzaingo,buenos aires,47
ituzaingo,6,buenos aires,2019,18,dengue,9,de 35 a 44 anos,1,ituzaingo,buenos aires,48
ituzaingo,6,buenos aires,2019,12,dengue,10,de 45 a 65 anos,1,ituzaingo,buenos aires,49
ituzaingo,6,buenos aires,2019,13,dengue,10,de 45 a 65 anos,2,ituzaingo,buenos aires,50
ituzaingo,6,buenos aires,2019,14,dengue,10,de 45 a 65 anos,1,ituzaingo,buenos aires,51
ituzaingo,6,buenos aires,2019,16,dengue,10,de 45 a 65 anos,1,ituzaingo,buenos aires,52
ituzaingo,6,buenos aires,2019,17,dengue,10,de 45 a 65 anos,2,ituzaingo,buenos aires,53
ituzaingo,6,buenos aires,2019,18,dengue,10,de 45 a 65 anos,1,ituzaingo,buenos aires,54
ituzaingo,6,buenos aires,2019,19,dengue,10,de 45 a 65 anos,1,ituzaingo,buenos aires,55
jose c paz,6,buenos aires,2019,21,dengue,8,de 25 a 34 anos,1,jose c paz,buenos aires,56
la plata,6,buenos aires,2019,19,dengue,7,de 20 a 24 anos,1,la plata,buenos aires,57
la plata,6,buenos aires,2019,15,dengue,8,de 25 a 34 anos,1,la plata,buenos aires,58
malvinas argentinas,6,buenos aires,2019,23,dengue,7,de 20 a 24 anos,1,malvinas argentinas,buenos aires,59
malvinas argentinas,6,buenos aires,2019,12,dengue,8,de 25 a 34 anos,1,malvinas argentinas,buenos aires,60
mercedes,6,buenos aires,2019,14,dengue,8,de 25 a 34 anos,1,mercedes,buenos aires,61
moron,6,buenos aires,2019,17,dengue,8,de 25 a 34 anos,1,moron,buenos aires,62
moron,6,buenos aires,2019,16,dengue,9,de 35 a 44 anos,1,moron,buenos aires,63
moron,6,buenos aires,2019,12,dengue,10,de 45 a 65 anos,1,moron,buenos aires,64
moron,6,buenos aires,2019,16,dengue,10,de 45 a 65 anos,1,moron,buenos aires,65
moron,6,buenos aires,2019,16,dengue,11,mayores de 65 anos,1,moron,buenos aires,66
pergamino,6,buenos aires,2019,15,dengue,8,de 25 a 34 anos,1,pergamino,buenos aires,67
pergamino,6,buenos aires,2019,7,dengue,10,de 45 a 65 anos,2,pergamino,buenos aires,68
san miguel,6,corrientes,2019,15,dengue,9,de 35 a 44 anos,1,san miguel,buenos aires,69
tandil,6,buenos aires,2019,18,dengue,10,de 45 a 65 anos,1,tandil,buenos aires,70
tigre,6,buenos aires,2019,9,dengue,4,de 5 a 9 anos,1,tigre,buenos aires,71
zarate,6,buenos aires,2019,6,dengue,9,de 35 a 44 anos,1,zarate,buenos aires,72
cordoba capital,14,cordoba,2019,19,dengue,9,de 35 a 44 anos,1,cordoba capital,cordoba,73
colon,14,cordoba,2019,17,dengue,7,de 20 a 24 anos,1,colon,cordoba,74
colon,14,cordoba,2019,9,dengue,10,de 45 a 65 anos,1,colon,cordoba,75
12 de octubre,22,chaco,2019,21,dengue,6,de 15 a 19 anos,1,12 de octubre,chaco,76
2 de abril,22,chaco,2019,18,dengue,3,de 2 a 4 anos,1,2 de abril,chaco,77
9 de julio,22,chaco,2019,19,dengue,6,de 15 a 19 anos,1,9 de julio,chaco,78
chacabuco,22,chaco,2019,15,dengue,7,de 20 a 24 anos,1,chacabuco,chaco,79
chacabuco,22,chaco,2019,15,dengue,8,de 25 a 34 anos,1,chacabuco,chaco,80
chacabuco,22,chaco,2019,2,dengue,10,de 45 a 65 anos,1,chacabuco,chaco,81
comandante fernandez,22,chaco,2019,25,dengue,10,de 45 a 65 anos,1,comandante fernandez,chaco,82
general belgrano,22,chaco,2019,21,dengue,9,de 35 a 44 anos,1,general belgrano,chaco,83
general guemes,22,chaco,2019,16,dengue,5,de 10 a 14 anos,1,general guemes,chaco,84
general guemes,22,chaco,2019,19,dengue,5,de 10 a 14 anos,1,general guemes,chaco,85
general guemes,22,chaco,2019,20,dengue,5,de 10 a 14 anos,1,general guemes,chaco,86
general guemes,22,chaco,2019,21,dengue,5,de 10 a 14 anos,2,general guemes,chaco,87
general guemes,22,chaco,2019,22,dengue,5,de 10 a 14 anos,1,general guemes,chaco,88
general guemes,22,chaco,2019,24,dengue,5,de 10 a 14 anos,1,general guemes,chaco,89
general guemes,22,chaco,2019,14,dengue,6,de 15 a 19 anos,2,general guemes,chaco,90
general guemes,22,chaco,2019,17,dengue,6,de 15 a 19 anos,2,general guemes,chaco,91
general guemes,22,chaco,2019,19,dengue,6,de 15 a 19 anos,1,general guemes,chaco,92
general guemes,22,chaco,2019,20,dengue,6,de 15 a 19 anos,4,general guemes,chaco,93
general guemes,22,chaco,2019,12,dengue,3,de 2 a 4 anos,1,general guemes,chaco,94
general guemes,22,chaco,2019,15,dengue,7,de 20 a 24 anos,1,general guemes,chaco,95
general guemes,22,chaco,2019,13,dengue,7,de 20 a 24 anos,1,general guemes,chaco,96
general guemes,22,chaco,2019,14,dengue,7,de 20 a 24 anos,1,general guemes,chaco,97
general guemes,22,chaco,2019,15,dengue,7,de 20 a 24 anos,1,general guemes,chaco,98
general guemes,22,chaco,2019,18,dengue,7,de 20 a 24 anos,1,general guemes,chaco,99
general guemes,22,chaco,2019,19,dengue,7,de 20 a 24 anos,4,general guemes,chaco,100
general guemes,22,chaco,2019,20,dengue,7,de 20 a 24 anos,3,general guemes,chaco,101
general guemes,22,chaco,2019,21,dengue,7,de 20 a 24 anos,1,general guemes,chaco,102
general guemes,22,chaco,2019,22,dengue,7,de 20 a 24 anos,1,general guemes,chaco,103
general guemes,22,chaco,2019,24,dengue,7,de 20 a 24 anos,1,general guemes,chaco,104
general guemes,22,chaco,2019,12,dengue,8,de 25 a 34 anos,1,general guemes,chaco,105
general guemes,22,chaco,2019,14,dengue,8,de 25 a 34 anos,1,general guemes,chaco,106
general guemes,22,chaco,2019,15,dengue,8,de 25 a 34 anos,2,general guemes,chaco,107
general guemes,22,chaco,2019,16,dengue,8,de 25 a 34 anos,1,general guemes,chaco,108
general guemes,22,chaco,2019,18,dengue,8,de 25 a 34 anos,1,general guemes,chaco,109
general guemes,22,chaco,2019,19,dengue,8,de 25 a 34 anos,4,general guemes,chaco,110
general guemes,22,chaco,2019,20,dengue,8,de 25 a 34 anos,8,general guemes,chaco,111
general guemes,22,chaco,2019,21,dengue,8,de 25 a 34 anos,1,general guemes,chaco,112
general guemes,22,chaco,2019,22,dengue,8,de 25 a 34 anos,2,general guemes,chaco,113
general guemes,22,chaco,2019,17,dengue,9,de 35 a 44 anos,1,general guemes,chaco,114
general guemes,22,chaco,2019,18,dengue,9,de 35 a 44 anos,2,general guemes,chaco,115
general guemes,22,chaco,2019,19,dengue,9,de 35 a 44 anos,3,general guemes,chaco,116
general guemes,22,chaco,2019,20,dengue,9,de 35 a 44 anos,4,general guemes,chaco,117
general guemes,22,chaco,2019,21,dengue,9,de 35 a 44 anos,3,general guemes,chaco,118
general guemes,22,chaco,2019,22,dengue,9,de 35 a 44 anos,1,general guemes,chaco,119
general guemes,22,chaco,2019,12,dengue,10,de 45 a 65 anos,1,general guemes,chaco,120
general guemes,22,chaco,2019,18,dengue,10,de 45 a 65 anos,2,general guemes,chaco,121
general guemes,22,chaco,2019,19,dengue,10,de 45 a 65 anos,5,general guemes,chaco,122
general guemes,22,chaco,2019,20,dengue,10,de 45 a 65 anos,5,general guemes,chaco,123
general guemes,22,chaco,2019,21,dengue,10,de 45 a 65 anos,6,general guemes,chaco,124
general guemes,22,chaco,2019,22,dengue,10,de 45 a 65 anos,1,general guemes,chaco,125
general guemes,22,chaco,2019,19,dengue,4,de 5 a 9 anos,2,general guemes,chaco,126
general guemes,22,chaco,2019,20,dengue,4,de 5 a 9 anos,4,general guemes,chaco,127
general guemes,22,chaco,2019,20,dengue,11,mayores de 65 anos,2,general guemes,chaco,128
libertador general san martin,22,chaco,2019,36,dengue,3,de 2 a 4 anos,1,libertador general san martin,chaco,129
mayor luis j fontana,22,chaco,2019,48,dengue,4,de 5 a 9 anos,1,mayor luis j fontana,chaco,130
san fernando,22,chaco,2019,11,dengue,5,de 10 a 14 anos,1,san fernando,chaco,131
san fernando,22,chaco,2019,26,dengue,5,de 10 a 14 anos,1,san fernando,chaco,132
san fernando,22,chaco,2019,19,dengue,7,de 20 a 24 anos,1,san fernando,chaco,133
