departamento_nombre,provincia_id,provincia_nombre,ano,semanas_epidemiologicas,evento_nombre,grupo_edad_id,grupo_edad_desc,cantidad_casos,departamento_nombre_normalizado,provincia_nombre_normalizado,fila_original,departamento_id_uta_2020
comuna 15,2,ciudad de buenos aires,2018,18,dengue,7,de 20 a 24 anos,1,comuna 15,ciudad de buenos aires,108,2015
almirante brown,6,buenos aires,2018,16,dengue,11,mayores de 65 anos,1,almirante brown,buenos aires,109,6028
almirante brown,6,buenos aires,2018,18,dengue,11,mayores de 65 anos,1,almirante brown,buenos aires,110,6028
almirante brown,6,buenos aires,2018,19,dengue,10,de 45 a 65 anos,1,almirante brown,buenos aires,111,6028
avellaneda,6,rio negro,2018,7,dengue,7,de 20 a 24 anos,1,avellaneda,buenos aires,112,62014
avellaneda,6,rio negro,2018,7,dengue,11,mayores de 65 anos,1,avellaneda,buenos aires,113,62014
avellaneda,6,rio negro,2018,9,dengue,6,de 15 a 19 anos,1,avellaneda,buenos aires,114,62014
avellaneda,6,rio negro,2018,9,dengue,7,de 20 a 24 anos,1,avellaneda,buenos aires,115,62014
avellaneda,6,rio negro,2018,9,dengue,9,de 35 a 44 anos,1,avellaneda,buenos aires,116,62014
avellaneda,6,rio negro,2018,10,dengue,7,de 20 a 24 anos,1,avellaneda,buenos aires,117,62014
avellaneda,6,rio negro,2018,10,dengue,11,mayores de 65 anos,1,avellaneda,buenos aires,118,62014
avellaneda,6,rio negro,2018,11,dengue,6,de 15 a 19 anos,2,avellaneda,buenos aires,119,62014
avellaneda,6,rio negro,2018,11,dengue,7,de 20 a 24 anos,1,avellaneda,buenos aires,120,62014
avellaneda,6,rio negro,2018,11,dengue,9,de 35 a 44 anos,1,avellaneda,buenos aires,121,62014
avellaneda,6,rio negro,2018,11,dengue,11,mayores de 65 anos,1,avellaneda,buenos aires,122,62014
avellaneda,6,rio negro,2018,12,dengue,6,de 15 a 19 anos,1,avellaneda,buenos aires,123,62014
avellaneda,6,rio negro,2018,12,dengue,10,de 45 a 65 anos,2,avellaneda,buenos aires,124,62014
avellaneda,6,rio negro,2018,13,dengue,9,de 35 a 44 anos,2,avellaneda,buenos aires,125,62014
avellaneda,6,rio negro,2018,13,dengue,10,de 45 a 65 anos,2,avellaneda,buenos aires,126,62014
avellaneda,6,rio negro,2018,13,dengue,11,mayores de 65 anos,1,avellaneda,buenos aires,127,62014
avellaneda,6,rio negro,2018,14,dengue,5,de 10 a 14 anos,1,avellaneda,buenos aires,128,62014
avellaneda,6,rio negro,2018,14,dengue,6,de 15 a 19 anos,2,avellaneda,buenos aires,129,62014
avellaneda,6,rio negro,2018,14,dengue,7,de 20 a 24 anos,1,avellaneda,buenos aires,130,62014
avellaneda,6,rio negro,2018,14,dengue,9,de 35 a 44 anos,3,avellaneda,buenos aires,131,62014
avellaneda,6,rio negro,2018,14,dengue,10,de 45 a 65 anos,1,avellaneda,buenos aires,132,62014
avellaneda,6,rio negro,2018,14,dengue,11,mayores de 65 anos,2,avellaneda,buenos aires,133,62014
avellaneda,6,rio negro,2018,15,dengue,5,de 10 a 14 anos,2,avellaneda,buenos aires,134,62014
avellaneda,6,rio negro,2018,15,dengue,9,de 35 a 44 anos,3,avellaneda,buenos aires,135,62014
avellaneda,6,rio negro,2018,15,dengue,11,mayores de 65 anos,1,avellaneda,buenos aires,136,62014
avellaneda,6,rio negro,2018,16,dengue,6,de 15 a 19 anos,1,avellaneda,buenos aires,137,62014
avellaneda,6,rio negro,2018,16,dengue,7,de 20 a 24 anos,2,avellaneda,buenos aires,138,62014
avellaneda,6,rio negro,2018,16,dengue,9,de 35 a 44 anos,1,avellaneda,buenos aires,139,62014
avellaneda,6,rio negro,2018,16,dengue,10,de 45 a 65 anos,2,avellaneda,buenos aires,140,62014
avellaneda,6,rio negro,2018,17,dengue,4,de 5 a 9 anos,1,avellaneda,buenos aires,141,62014
avellaneda,6,rio negro,2018,17,dengue,7,de 20 a 24 anos,3,avellaneda,buenos aires,142,62014
avellaneda,6,rio negro,2018,17,dengue,7,de 20 a 24 anos,1,avellaneda,buenos aires,143,62014
avellaneda,6,rio negro,2018,18,dengue,7,de 20 a 24 anos,2,avellaneda,buenos aires,144,62014
avellaneda,6,rio negro,2018,18,dengue,8,de 25 a 34 anos,1,avellaneda,buenos aires,145,62014
avellaneda,6,rio negro,2018,18,dengue,9,de 35 a 44 anos,3,avellaneda,buenos aires,146,62014
avellaneda,6,rio negro,2018,19,dengue,6,de 15 a 19 anos,2,avellaneda,buenos aires,147,62014
avellaneda,6,rio negro,2018,19,dengue,8,de 25 a 34 anos,1,avellaneda,buenos aires,148,62014
avellaneda,6,rio negro,2018,19,dengue,9,de 35 a 44 anos,1,avellaneda,buenos aires,149,62014
avellaneda,6,rio negro,2018,20,dengue,10,de 45 a 65 anos,1,avellaneda,buenos aires,150,62014
escobar,6,buenos aires,2018,40,dengue,7,de 20 a 24 anos,1,escobar,buenos aires,151,6252
esteban echeverria,6,buenos aires,2018,19,dengue,11,mayores de 65 anos,1,esteban echeverria,buenos aires,152,6260
ezeiza,6,buenos aires,2018,11,dengue,10,de 45 a 65 anos,1,ezeiza,buenos aires,153,6270
ezeiza,6,buenos aires,2018,13,dengue,9,de 35 a 44 anos,1,ezeiza,buenos aires,154,6270
ezeiza,6,buenos aires,2018,18,dengue,10,de 45 a 65 anos,1,ezeiza,buenos aires,155,6270
ezeiza,6,buenos aires,2018,19,dengue,9,de 35 a 44 anos,1,ezeiza,buenos aires,156,6270
florencio varela,6,buenos aires,2018,10,dengue,7,de 20 a 24 anos,1,florencio varela,buenos aires,157,6274
florencio varela,6,buenos aires,2018,19,dengue,11,mayores de 65 anos,1,florencio varela,buenos aires,158,6274
florencio varela,6,buenos aires,2018,41,dengue,8,de 25 a 34 anos,1,florencio varela,buenos aires,159,6274
general san martin,6,cordoba,2018,11,dengue,7,de 20 a 24 anos,1,general san martin,buenos aires,160,14042
ituzaingo,6,corrientes,2018,11,dengue,11,mayores de 65 anos,1,ituzaingo,buenos aires,161,18084
jose c paz,6,buenos aires,2018,19,dengue,8,de 25 a 34 anos,1,jose c paz,buenos aires,162,6412
la matanza,6,buenos aires,2018,9,dengue,9,de 35 a 44 anos,1,la matanza,buenos aires,163,6427
la matanza,6,buenos aires,2018,9,dengue,11,mayores de 65 anos,1,la matanza,buenos aires,164,6427
la matanza,6,buenos aires,2018,12,dengue,7,de 20 a 24 anos,1,la matanza,buenos aires,165,6427
la matanza,6,buenos aires,2018,12,dengue,11,mayores de 65 anos,1,la matanza,buenos aires,166,6427
la matanza,6,buenos aires,2018,13,dengue,7,de 20 a 24 anos,1,la matanza,buenos aires,167,6427
la matanza,6,buenos aires,2018,13,dengue,9,de 35 a 44 anos,1,la matanza,buenos aires,168,6427
la matanza,6,buenos aires,2018,13,dengue,10,de 45 a 65 anos,1,la matanza,buenos aires,169,6427
la matanza,6,buenos aires,2018,13,dengue,11,mayores de 65 anos,2,la matanza,buenos aires,170,6427
la matanza,6,buenos aires,2018,14,dengue,9,de 35 a 44 anos,2,la matanza,buenos aires,171,6427
la matanza,6,buenos aires,2018,14,dengue,11,mayores de 65 anos,2,la matanza,buenos aires,172,6427
la matanza,6,buenos aires,2018,14,dengue,11,mayores de 65 anos,1,la matanza,buenos aires,173,6427
la matanza,6,buenos aires,2018,15,dengue,11,mayores de 65 anos,1,la matanza,buenos aires,174,6427
la matanza,6,buenos aires,2018,16,dengue,5,de 10 a 14 anos,1,la matanza,buenos aires,175,6427
la matanza,6,buenos aires,2018,16,dengue,9,de 35 a 44 anos,1,la matanza,buenos aires,176,6427
la matanza,6,buenos aires,2018,16,dengue,10,de 45 a 65 anos,1,la matanza,buenos aires,177,6427
la matanza,6,buenos aires,2018,17,dengue,6,de 15 a 19 anos,1,la matanza,buenos aires,178,6427
la matanza,6,buenos aires,2018,17,dengue,9,de 35 a 44 anos,4,la matanza,buenos aires,179,6427
la matanza,6,buenos aires,2018,17,dengue,11,mayores de 65 anos,2,la matanza,buenos aires,180,6427
la matanza,6,buenos aires,2018,18,dengue,9,de 35 a 44 anos,3,la matanza,buenos aires,181,6427
la matanza,6,buenos aires,2018,18,dengue,10,de 45 a 65 anos,3,la matanza,buenos aires,182,6427
la matanza,6,buenos aires,2018,18,dengue,11,mayores de 65 anos,2,la matanza,buenos aires,183,6427
la matanza,6,buenos aires,2018,19,dengue,10,de 45 a 65 anos,2,la matanza,buenos aires,184,6427
la matanza,6,buenos aires,2018,21,dengue,8,de 25 a 34 anos,1,la matanza,buenos aires,185,6427
la matanza,6,buenos aires,2018,21,dengue,9,de 35 a 44 anos,1,la matanza,buenos aires,186,6427
lanus,6,buenos aires,2018,10,dengue,9,de 35 a 44 anos,1,lanus,buenos aires,187,6434
lanus,6,buenos aires,2018,10,dengue,11,mayores de 65 anos,1,lanus,buenos aires,188,6434
lanus,6,buenos aires,2018,14,dengue,6,de 15 a 19 anos,1,lanus,buenos aires,189,6434
lanus,6,buenos aires,2018,14,dengue,10,de 45 a 65 anos,1,lanus,buenos aires,190,6434
lanus,6,buenos aires,2018,15,dengue,9,de 35 a 44 anos,1,lanus,buenos aires,191,6434
lanus,6,buenos aires,2018,15,dengue,10,de 45 a 65 anos,1,lanus,buenos aires,192,6434
lanus,6,buenos aires,2018,16,dengue,9,de 35 a 44 anos,1,lanus,buenos aires,193,6434
lomas de zamora,6,buenos aires,2018,11,dengue,9,de 35 a 44 anos,1,lomas de zamora,buenos aires,194,6490
lomas de zamora,6,buenos aires,2018,11,dengue,11,mayores de 65 anos,1,lomas de zamora,buenos aires,195,6490
lomas de zamora,6,buenos aires,2018,12,dengue,9,de 35 a 44 anos,1,lomas de zamora,buenos aires,196,6490
lomas de zamora,6,buenos aires,2018,14,dengue,7,de 20 a 24 anos,1,lomas de zamora,buenos aires,197,6490
lomas de zamora,6,buenos aires,2018,15,dengue,6,de 15 a 19 anos,1,lomas de zamora,buenos aires,198,6490
lomas de zamora,6,buenos aires,2018,15,dengue,11,mayores de 65 anos,1,lomas de zamora,buenos aires,199,6490
lomas de zamora,6,buenos aires,2018,17,dengue,6,de 15 a 19 anos,2,lomas de zamora,buenos aires,200,6490
lomas de zamora,6,buenos aires,2018,18,dengue,10,de 45 a 65 anos,1,lomas de zamora,buenos aires,201,6490
merlo,6,buenos aires,2018,10,dengue,5,de 10 a 14 anos,1,merlo,buenos aires,202,6539
merlo,6,buenos aires,2018,10,dengue,10,de 45 a 65 anos,1,merlo,buenos aires,203,6539
merlo,6,buenos aires,2018,14,dengue,10,de 45 a 65 anos,1,merlo,buenos aires,204,6539
moron,6,buenos aires,2018,9,dengue,10,de 45 a 65 anos,1,moron,buenos aires,205,6568
moron,6,buenos aires,2018,10,dengue,10,de 45 a 65 anos,2,moron,buenos aires,206,6568
moron,6,buenos aires,2018,10,dengue,11,mayores de 65 anos,1,moron,buenos aires,207,6568
moron,6,buenos aires,2018,11,dengue,7,de 20 a 24 anos,1,moron,buenos aires,208,6568
moron,6,buenos aires,2018,15,dengue,7,de 20 a 24 anos,1,moron,buenos aires,209,6568
moron,6,buenos aires,2018,18,dengue,7,de 20 a 24 anos,1,moron,buenos aires,210,6568
moron,6,buenos aires,2018,18,dengue,11,mayores de 65 anos,1,moron,buenos aires,211,6568
9 de julio,22,santa fe,2018,16,dengue,6,de 15 a 19 anos,1,9 de julio,chaco,212,82077
9 de julio,22,santa fe,2018,17,dengue,10,de 45 a 65 anos,1,9 de julio,chaco,213,82077
9 de julio,22,santa fe,2018,18,dengue,9,de 35 a 44 anos,1,9 de julio,chaco,214,82077
9 de julio,22,santa fe,2018,18,dengue,11,mayores de 65 anos,1,9 de julio,chaco,215,82077
9 de julio,22,santa fe,2018,19,dengue,6,de 15 a 19 anos,1,9 de julio,chaco,216,82077
9 de julio,22,santa fe,2018,19,dengue,10,de 45 a 65 anos,1,9 de julio,chaco,217,82077
9 de julio,22,santa fe,2018,19,dengue,11,mayores de 65 anos,2,9 de julio,chaco,218,82077
9 de julio,22,santa fe,2018,20,dengue,6,de 15 a 19 anos,3,9 de julio,chaco,219,82077
9 de julio,22,santa fe,2018,20,dengue,11,mayores de 65 anos,1,9 de julio,chaco,220,82077
9 de julio,22,santa fe,2018,21,dengue,5,de 10 a 14 anos,1,9 de julio,chaco,221,82077
9 de julio,22,santa fe,2018,21,dengue,7,de 20 a 24 anos,1,9 de julio,chaco,222,82077
9 de julio,22,santa fe,2018,21,dengue,9,de 35 a 44 anos,2,9 de julio,chaco,223,82077
9 de julio,22,santa fe,2018,21,dengue,11,mayores de 65 anos,2,9 de julio,chaco,224,82077
9 de julio,22,santa fe,2018,22,dengue,10,de 45 a 65 anos,1,9 de julio,chaco,225,82077
9 de julio,22,santa fe,2018,22,dengue,11,mayores de 65 anos,1,9 de julio,chaco,226,82077
9 de julio,22,santa fe,2018,23,dengue,11,mayores de 65 anos,1,9 de julio,chaco,227,82077
quilmes,6,buenos aires,2018,15,dengue,8,de 25 a 34 anos,1,quilmes,buenos aires,228,6658
quilmes,6,buenos aires,2018,17,dengue,10,de 45 a 65 anos,1,quilmes,buenos aires,229,6658
quilmes,6,buenos aires,2018,18,dengue,7,de 20 a 24 anos,3,quilmes,buenos aires,230,6658
quilmes,6,buenos aires,2018,19,dengue,5,de 10 a 14 anos,1,quilmes,buenos aires,231,6658
quilmes,6,buenos aires,2018,19,dengue,9,de 35 a 44 anos,1,quilmes,buenos aires,232,6658
quilmes,6,buenos aires,2018,19,dengue,11,mayores de 65 anos,1,quilmes,buenos aires,233,6658
quilmes,6,buenos aires,2018,20,dengue,6,de 15 a 19 anos,1,quilmes,buenos aires,234,6658
quilmes,6,buenos aires,2018,20,dengue,7,de 20 a 24 anos,1,quilmes,buenos aires,235,6658
quilmes,6,buenos aires,2018,21,dengue,10,de 45 a 65 anos,2,quilmes,buenos aires,236,6658
