departamento_nombre,provincia_id,provincia_nombre,ano,semanas_epidemiologicas,evento_nombre,grupo_edad_id,grupo_edad_desc,cantidad_casos,departamento_nombre_normalizado,provincia_nombre_normalizado,fila_original,departamento_id_uta_2020
comuna 1,2,ciudad de buenos aires,2025,14,dengue,6,de 15 a 19 anos,1,comuna 1,ciudad de buenos aires,2,2001
comuna 1,2,ciudad de buenos aires,2025,13,dengue,7,de 20 a 24 anos,1,comuna 1,ciudad de buenos aires,3,2001
comuna 1,2,ciudad de buenos aires,2025,10,dengue,8,de 25 a 34 anos,1,comuna 1,ciudad de buenos aires,4,2001
comuna 1,2,ciudad de buenos aires,2025,12,dengue,8,de 25 a 34 anos,1,comuna 1,ciudad de buenos aires,5,2001
comuna 1,2,ciudad de buenos aires,2025,11,dengue,9,de 35 a 44 anos,2,comuna 1,ciudad de buenos aires,6,2001
comuna 1,2,ciudad de buenos aires,2025,13,dengue,9,de 35 a 44 anos,2,comuna 1,ciudad de buenos aires,7,2001
comuna 1,2,ciudad de buenos aires,2025,14,dengue,9,de 35 a 44 anos,1,comuna 1,ciudad de buenos aires,8,2001
comuna 1,2,ciudad de buenos aires,2025,16,dengue,9,de 35 a 44 anos,2,comuna 1,ciudad de buenos aires,9,2001
comuna 1,2,ciudad de buenos aires,2025,17,dengue,9,de 35 a 44 anos,1,comuna 1,ciudad de buenos aires,10,2001
comuna 1,2,ciudad de buenos aires,2025,18,dengue,9,de 35 a 44 anos,1,comuna 1,ciudad de buenos aires,11,2001
comuna 1,2,ciudad de buenos aires,2025,13,dengue,10,de 45 a 65 anos,1,comuna 1,ciudad de buenos aires,12,2001
comuna 1,2,ciudad de buenos aires,2025,15,dengue,10,de 45 a 65 anos,2,comuna 1,ciudad de buenos aires,13,2001
comuna 1,2,ciudad de buenos aires,2025,16,dengue,10,de 45 a 65 anos,1,comuna 1,ciudad de buenos aires,14,2001
comuna 1,2,ciudad de buenos aires,2025,22,dengue,10,de 45 a 65 anos,1,comuna 1,ciudad de buenos aires,15,2001
comuna 1,2,ciudad de buenos aires,2025,11,dengue,11,mayores de 65 anos,2,comuna 1,ciudad de buenos aires,16,2001
comuna 1,2,ciudad de buenos aires,2025,12,dengue,11,mayores de 65 anos,3,comuna 1,ciudad de buenos aires,17,2001
comuna 1,2,ciudad de buenos aires,2025,13,dengue,11,mayores de 65 anos,2,comuna 1,ciudad de buenos aires,18,2001
comuna 1,2,ciudad de buenos aires,2025,14,dengue,11,mayores de 65 anos,4,comuna 1,ciudad de buenos aires,19,2001
comuna 1,2,ciudad de buenos aires,2025,15,dengue,11,mayores de 65 anos,3,comuna 1,ciudad de buenos aires,20,2001
comuna 1,2,ciudad de buenos aires,2025,17,dengue,11,mayores de 65 anos,3,comuna 1,ciudad de buenos aires,21,2001
comuna 1,2,ciudad de buenos aires,2025,18,dengue,11,mayores de 65 anos,2,comuna 1,ciudad de buenos aires,22,2001
comuna 1,2,ciudad de buenos aires,2025,19,dengue,11,mayores de 65 anos,2,comuna 1,ciudad de buenos aires,23,2001
comuna 1,2,ciudad de buenos aires,2025,20,dengue,11,mayores de 65 anos,1,comuna 1,ciudad de buenos aires,24,2001
comuna 1,2,ciudad de buenos aires,2025,13,dengue,11,mayores de 65 anos,1,comuna 1,ciudad de buenos aires,25,2001
comuna 1,2,ciudad de buenos aires,2025,14,dengue,11,mayores de 65 anos,1,comuna 1,ciudad de buenos aires,26,2001
comuna 2,2,ciudad de buenos aires,2025,5,dengue,9,de 35 a 44 anos,1,comuna 2,ciudad de buenos aires,27,2002
comuna 2,2,ciudad de buenos aires,2025,32,dengue,11,mayores de 65 anos,1,comuna 2,ciudad de buenos aires,28,2002
comuna 3,2,ciudad de buenos aires,2025,16,dengue,9,de 35 a 44 anos,1,comuna 3,ciudad de buenos aires,29,2003
comuna 3,2,ciudad de buenos aires,2025,9,dengue,10,de 45 a 65 anos,2,comuna 3,ciudad de buenos aires,30,2003
comuna 3,2,ciudad de buenos aires,2025,20,dengue,10,de 45 a 65 anos,1,comuna 3,ciudad de buenos aires,31,2003
comuna 4,2,ciudad de buenos aires,2025,15,dengue,9,de 35 a 44 anos,2,comuna 4,ciudad de buenos aires,32,2004
comuna 4,2,ciudad de buenos aires,2025,17,dengue,11,mayores de 65 anos,1,comuna 4,ciudad de buenos aires,33,2004
comuna 5,2,ciudad de buenos aires,2025,15,dengue,8,de 25 a 34 anos,1,comuna 5,ciudad de buenos aires,34,2005
comuna 5,2,ciudad de buenos aires,2025,8,dengue,10,de 45 a 65 anos,1,comuna 5,ciudad de buenos aires,35,2005
comuna 6,2,ciudad de buenos aires,2025,14,dengue,5,de 10 a 14 anos,1,comuna 6,ciudad de buenos aires,36,2006
comuna 6,2,ciudad de buenos aires,2025,13,dengue,7,de 20 a 24 anos,1,comuna 6,ciudad de buenos aires,37,2006
comuna 6,2,ciudad de buenos aires,2025,21,dengue,7,de 20 a 24 anos,1,comuna 6,ciudad de buenos aires,38,2006
comuna 6,2,ciudad de buenos aires,2025,14,dengue,9,de 35 a 44 anos,1,comuna 6,ciudad de buenos aires,39,2006
comuna 6,2,ciudad de buenos aires,2025,12,dengue,10,de 45 a 65 anos,1,comuna 6,ciudad de buenos aires,40,2006
comuna 6,2,ciudad de buenos aires,2025,12,dengue,11,mayores de 65 anos,1,comuna 6,ciudad de buenos aires,41,2006
comuna 7,2,ciudad de buenos aires,2025,11,dengue,9,de 35 a 44 anos,1,comuna 7,ciudad de buenos aires,42,2007
comuna 7,2,ciudad de buenos aires,2025,11,dengue,10,de 45 a 65 anos,1,comuna 7,ciudad de buenos aires,43,2007
comuna 7,2,ciudad de buenos aires,2025,12,dengue,10,de 45 a 65 anos,1,comuna 7,ciudad de buenos aires,44,2007
comuna 7,2,ciudad de buenos aires,2025,16,dengue,11,mayores de 65 anos,1,comuna 7,ciudad de buenos aires,45,2007
comuna 8,2,ciudad de buenos aires,2025,10,dengue,11,mayores de 65 anos,1,comuna 8,ciudad de buenos aires,46,2008
comuna 8,2,ciudad de buenos aires,2025,14,dengue,11,mayores de 65 anos,1,comuna 8,ciudad de buenos aires,47,2008
comuna 9,2,ciudad de buenos aires,2025,13,dengue,6,de 15 a 19 anos,1,comuna 9,ciudad de buenos aires,48,2009
comuna 9,2,ciudad de buenos aires,2025,15,dengue,9,de 35 a 44 anos,1,comuna 9,ciudad de buenos aires,49,2009
comuna 9,2,ciudad de buenos aires,2025,11,dengue,10,de 45 a 65 anos,2,comuna 9,ciudad de buenos aires,50,2009
comuna 9,2,ciudad de buenos aires,2025,16,dengue,11,mayores de 65 anos,1,comuna 9,ciudad de buenos aires,51,2009
