departamento_nombre,provincia_id,provincia_nombre,ano,semanas_epidemiologicas,evento_nombre,grupo_edad_id,grupo_edad_desc,cantidad_casos,departamento_nombre_normalizado,provincia_nombre_normalizado,fila_original,departamento_id_uta_2020,poblacion
comuna 5,2,ciudad de buenos aires,2023,1,dengue,6,de 15 a 19 anos,1,comuna 5,ciudad de buenos aires,2,2005,187907
san fernando,22,chaco,2023,1,dengue,8,de 25 a 34 anos,1,san fernando,chaco,3,22140,454478
misiones capital,54,misiones,2023,1,dengue,11,mayores de 65 anos,1,misiones capital,misiones,4,54028,383246
san fernando,22,chaco,2023,1,dengue,5,de 10 a 14 anos,2,san fernando,chaco,5,22140,454478
comuna 9,2,ciudad de buenos aires,2023,1,dengue,11,mayores de 65 anos,1,comuna 9,ciudad de buenos aires,6,2009,171733
san fernando,22,chaco,2023,1,dengue,10,de 45 a 65 anos,2,san fernando,chaco,7,22140,454478
malvinas argentinas,6,buenos aires,2023,1,dengue,11,mayores de 65 anos,1,malvinas argentinas,buenos aires,8,6515,369648
comuna 4,2,ciudad de buenos aires,2023,1,dengue,5,de 10 a 14 anos,1,comuna 4,ciudad de buenos aires,9,2004,240937
comuna 5,2,ciudad de buenos aires,2023,1,dengue,11,mayores de 65 anos,1,comuna 5,ciudad de buenos aires,10,2005,187907
libertad,22,chaco,2023,1,dengue,10,de 45 a 65 anos,1,libertad,chaco,11,22077,15312
san fernando,22,chaco,2023,1,dengue,9,de 35 a 44 anos,6,san fernando,chaco,12,22140,454478
rio cuarto,14,cordoba,2023,1,dengue,11,mayores de 65 anos,1,rio cuarto,cordoba,13,14098,284887
avellaneda,86,rio negro,2023,1,dengue,9,de 35 a 44 anos,1,avellaneda,santiago del estero,14,62014,41608
san fernando,22,chaco,2023,1,dengue,11,mayores de 65 anos,3,san fernando,chaco,15,22140,454478
guaymallen,50,mendoza,2023,1,dengue,10,de 45 a 65 anos,1,guaymallen,mendoza,16,50028,344264
misiones capital,54,misiones,2023,1,dengue,9,de 35 a 44 anos,1,misiones capital,misiones,17,54028,383246
comuna 13,2,ciudad de buenos aires,2023,1,dengue,9,de 35 a 44 anos,1,comuna 13,ciudad de buenos aires,18,2013,236650
jose c paz,6,buenos aires,2023,1,dengue,8,de 25 a 34 anos,1,jose c paz,buenos aires,19,6412,318364
comandante fernandez,22,chaco,2023,1,dengue,2,de 13 a 24 meses,1,comandante fernandez,chaco,20,22021,118660
cordoba capital,14,cordoba,2023,1,dengue,10,de 45 a 65 anos,1,cordoba capital,cordoba,21,14014,1474541
san fernando,22,chaco,2023,1,dengue,6,de 15 a 19 anos,1,san fernando,chaco,22,22140,454478
comuna 1,2,ciudad de buenos aires,2023,2,dengue,11,mayores de 65 anos,1,comuna 1,ciudad de buenos aires,23,2001,258497
cordoba capital,14,cordoba,2023,2,dengue,10,de 45 a 65 anos,1,cordoba capital,cordoba,24,14014,1474541
libertador general san martin,22,san luis,2023,2,dengue,10,de 45 a 65 anos,1,libertador general san martin,chaco,25,74063,4253
chacabuco,22,buenos aires,2023,2,dengue,11,mayores de 65 anos,1,chacabuco,chaco,26,6210,53620
libertador general san martin,22,san luis,2023,2,dengue,8,de 25 a 34 anos,1,libertador general san martin,chaco,27,74063,4253
rio cuarto,14,cordoba,2023,2,dengue,10,de 45 a 65 anos,1,rio cuarto,cordoba,28,14098,284887
merlo,6,buenos aires,2023,2,dengue,7,de 20 a 24 anos,1,merlo,buenos aires,29,6539,626975
general jose de san martin,66,salta,2023,2,dengue,9,de 35 a 44 anos,1,general jose de san martin,salta,30,66056,191852
comuna 13,2,ciudad de buenos aires,2023,2,dengue,10,de 45 a 65 anos,1,comuna 13,ciudad de buenos aires,31,2013,236650
comuna 1,2,ciudad de buenos aires,2023,2,dengue,5,de 10 a 14 anos,1,comuna 1,ciudad de buenos aires,32,2001,258497
rosario,82,santa fe,2023,2,dengue,11,mayores de 65 anos,1,rosario,santa fe,33,82084,1310461
libertador general san martin,22,san luis,2023,2,dengue,5,de 10 a 14 anos,1,libertador general san martin,chaco,34,74063,4253
san fernando,22,chaco,2023,2,dengue,11,mayores de 65 anos,1,san fernando,chaco,35,22140,454478
san fernando,22,chaco,2023,2,dengue,4,de 5 a 9 anos,1,san fernando,chaco,36,22140,454478
laishi,34,formosa,2023,2,dengue,10,de 45 a 65 anos,1,laishi,formosa,37,34021,19333
goya,18,corrientes,2023,2,dengue,5,de 10 a 14 anos,1,goya,corrientes,38,18070,99797
san fernando,22,chaco,2023,2,dengue,11,mayores de 65 anos,1,san fernando,chaco,39,22140,454478
comuna 7,2,ciudad de buenos aires,2023,2,dengue,11,mayores de 65 anos,1,comuna 7,ciudad de buenos aires,40,2007,242674
comuna 9,2,ciudad de buenos aires,2023,2,dengue,10,de 45 a 65 anos,1,comuna 9,ciudad de buenos aires,41,2009,171733
comuna 1,2,ciudad de buenos aires,2023,2,dengue,10,de 45 a 65 anos,1,comuna 1,ciudad de buenos aires,42,2001,258497
merlo,6,buenos aires,2023,3,dengue,8,de 25 a 34 anos,1,merlo,buenos aires,43,6539,626975
comuna 6,2,ciudad de buenos aires,2023,3,dengue,8,de 25 a 34 anos,1,comuna 6,ciudad de buenos aires,44,2006,185875
formosa,34,formosa,2023,3,dengue,11,mayores de 65 anos,1,formosa,formosa,45,34014,278654
santiago del estero capital,86,santiago del estero,2023,3,dengue,5,de 10 a 14 anos,1,santiago del estero capital,santiago del estero,46,86049,306825
formosa,34,formosa,2023,3,dengue,7,de 20 a 24 anos,3,formosa,formosa,47,34014,278654
rosario,82,santa fe,2023,3,dengue,11,mayores de 65 anos,1,rosario,santa fe,48,82084,1310461
san fernando,6,chaco,2023,3,dengue,9,de 35 a 44 anos,1,san fernando,buenos aires,49,22140,454478
merlo,6,buenos aires,2023,3,dengue,10,de 45 a 65 anos,1,merlo,buenos aires,50,6539,626975
general jose de san martin,66,salta,2023,3,dengue,11,mayores de 65 anos,1,general jose de san martin,salta,51,66056,191852
general obligado,82,santa fe,2023,3,dengue,10,de 45 a 65 anos,1,general obligado,santa fe,52,82049,205315
guaymallen,50,mendoza,2023,3,dengue,11,mayores de 65 anos,1,guaymallen,mendoza,53,50028,344264
general obligado,82,santa fe,2023,3,dengue,8,de 25 a 34 anos,2,general obligado,santa fe,54,82049,205315
libertador general san martin,22,san luis,2023,3,dengue,6,de 15 a 19 anos,1,libertador general san martin,chaco,55,74063,4253
rosario,82,santa fe,2023,3,dengue,9,de 35 a 44 anos,1,rosario,santa fe,56,82084,1310461
comandante fernandez,22,chaco,2023,3,dengue,11,mayores de 65 anos,1,comandante fernandez,chaco,57,22021,118660
comuna 1,2,ciudad de buenos aires,2023,3,dengue,11,mayores de 65 anos,1,comuna 1,ciudad de buenos aires,58,2001,258497
santiago del estero capital,86,santiago del estero,2023,3,dengue,8,de 25 a 34 anos,1,santiago del estero capital,santiago del estero,59,86049,306825
general jose de san martin,66,salta,2023,3,dengue,9,de 35 a 44 anos,1,general jose de san martin,salta,60,66056,191852
la matanza,6,buenos aires,2023,3,dengue,5,de 10 a 14 anos,1,la matanza,buenos aires,61,6427,2419872
general san martin,6,cordoba,2023,4,dengue,8,de 25 a 34 anos,1,general san martin,buenos aires,62,14042,148975
pilagas,34,formosa,2023,4,dengue,11,mayores de 65 anos,1,pilagas,formosa,63,34042,20899
general jose de san martin,66,salta,2023,4,dengue,6,de 15 a 19 anos,1,general jose de san martin,salta,64,66056,191852
comuna 7,2,ciudad de buenos aires,2023,4,dengue,9,de 35 a 44 anos,1,comuna 7,ciudad de buenos aires,65,2007,242674
ituzaingo,6,corrientes,2023,4,dengue,9,de 35 a 44 anos,1,ituzaingo,buenos aires,66,18084,34110
general jose de san martin,66,salta,2023,4,dengue,3,de 2 a 4 anos,1,general jose de san martin,salta,67,66056,191852
florencio varela,6,buenos aires,2023,4,dengue,10,de 45 a 65 anos,1,florencio varela,buenos aires,68,6274,541606
san isidro,6,buenos aires,2023,4,dengue,11,mayores de 65 anos,1,san isidro,buenos aires,69,6756,291448
ledesma,38,jujuy,2023,4,dengue,11,mayores de 65 anos,1,ledesma,jujuy,71,38035,90783
general obligado,82,santa fe,2023,4,dengue,10,de 45 a 65 anos,3,general obligado,santa fe,72,82049,205315
san justo,14,cordoba,2023,4,dengue,10,de 45 a 65 anos,1,san justo,cordoba,73,14140,234432
general obligado,82,santa fe,2023,4,dengue,7,de 20 a 24 anos,1,general obligado,santa fe,74,82049,205315
general jose de san martin,66,salta,2023,4,dengue,11,mayores de 65 anos,2,general jose de san martin,salta,75,66056,191852
general jose de san martin,66,salta,2023,4,dengue,9,de 35 a 44 anos,3,general jose de san martin,salta,76,66056,191852
san pedro,38,buenos aires,2023,4,dengue,7,de 20 a 24 anos,1,san pedro,jujuy,77,6770,64827
colon,14,cordoba,2023,4,dengue,9,de 35 a 44 anos,1,colon,cordoba,78,14021,326575
rosario,82,santa fe,2023,4,dengue,11,mayores de 65 anos,1,rosario,santa fe,79,82084,1310461
general obligado,82,santa fe,2023,4,dengue,11,mayores de 65 anos,6,general obligado,santa fe,80,82049,205315
general jose de san martin,66,salta,2023,4,dengue,11,mayores de 65 anos,1,general jose de san martin,salta,81,66056,191852
san fernando,22,chaco,2023,4,dengue,11,mayores de 65 anos,1,san fernando,chaco,82,22140,454478
lomas de zamora,6,buenos aires,2023,4,dengue,10,de 45 a 65 anos,1,lomas de zamora,buenos aires,83,6490,655122
iguazu,54,misiones,2023,4,dengue,11,mayores de 65 anos,1,iguazu,misiones,84,54063,104465
lanus,6,buenos aires,2023,4,dengue,9,de 35 a 44 anos,1,lanus,buenos aires,85,6434,462628
comuna 11,2,ciudad de buenos aires,2023,4,dengue,11,mayores de 65 anos,1,comuna 11,ciudad de buenos aires,86,2011,190165
general obligado,82,santa fe,2023,4,dengue,9,de 35 a 44 anos,3,general obligado,santa fe,87,82049,205315
chacabuco,22,buenos aires,2023,4,dengue,5,de 10 a 14 anos,1,chacabuco,chaco,88,6210,53620
ledesma,38,jujuy,2023,5,dengue,11,mayores de 65 anos,2,ledesma,jujuy,89,38035,90783
lules,90,tucuman,2023,5,dengue,10,de 45 a 65 anos,8,lules,tucuman,90,90063,95259
general obligado,82,santa fe,2023,5,dengue,4,de 5 a 9 anos,1,general obligado,santa fe,91,82049,205315
comuna 1,2,ciudad de buenos aires,2023,5,dengue,11,mayores de 65 anos,1,comuna 1,ciudad de buenos aires,92,2001,258497
lules,90,tucuman,2023,5,dengue,11,mayores de 65 anos,5,lules,tucuman,93,90063,95259
salta capital,66,salta,2023,5,dengue,11,mayores de 65 anos,1,salta capital,salta,94,66028,654756
comuna 7,2,ciudad de buenos aires,2023,5,dengue,10,de 45 a 65 anos,2,comuna 7,ciudad de buenos aires,95,2007,242674
general jose de san martin,66,salta,2023,5,dengue,9,de 35 a 44 anos,1,general jose de san martin,salta,96,66056,191852
general jose de san martin,66,salta,2023,5,dengue,6,de 15 a 19 anos,2,general jose de san martin,salta,97,66056,191852
general obligado,82,santa fe,2023,5,dengue,11,mayores de 65 anos,5,general obligado,santa fe,98,82049,205315
comandante fernandez,22,chaco,2023,5,dengue,11,mayores de 65 anos,1,comandante fernandez,chaco,99,22021,118660
la matanza,6,buenos aires,2023,5,dengue,11,mayores de 65 anos,2,la matanza,buenos aires,100,6427,2419872
tucuman capital,90,tucuman,2023,5,dengue,11,mayores de 65 anos,4,tucuman capital,tucuman,101,90084,617384
lules,90,tucuman,2023,5,dengue,5,de 10 a 14 anos,1,lules,tucuman,102,90063,95259
comuna 9,2,ciudad de buenos aires,2023,5,dengue,9,de 35 a 44 anos,1,comuna 9,ciudad de buenos aires,103,2009,171733
ledesma,38,jujuy,2023,5,dengue,10,de 45 a 65 anos,1,ledesma,jujuy,104,38035,90783
yerba buena,90,tucuman,2023,5,dengue,8,de 25 a 34 anos,1,yerba buena,tucuman,105,90119,102273
comandante fernandez,22,chaco,2023,5,dengue,6,de 15 a 19 anos,1,comandante fernandez,chaco,106,22021,118660
salta capital,66,salta,2023,5,dengue,10,de 45 a 65 anos,1,salta capital,salta,107,66028,654756
ledesma,38,jujuy,2023,5,dengue,7,de 20 a 24 anos,1,ledesma,jujuy,108,38035,90783
salta capital,66,salta,2023,5,dengue,8,de 25 a 34 anos,1,salta capital,salta,109,66028,654756
comuna 11,2,ciudad de buenos aires,2023,5,dengue,10,de 45 a 65 anos,1,comuna 11,ciudad de buenos aires,110,2011,190165
guasayan,86,santiago del estero,2023,5,dengue,6,de 15 a 19 anos,1,guasayan,santiago del estero,111,86084,8055
tucuman capital,90,tucuman,2023,5,dengue,7,de 20 a 24 anos,2,tucuman capital,tucuman,112,90084,617384
san fernando,22,chaco,2023,5,dengue,10,de 45 a 65 anos,1,san fernando,chaco,113,22140,454478
general obligado,82,santa fe,2023,5,dengue,6,de 15 a 19 anos,4,general obligado,santa fe,114,82049,205315
tucuman capital,90,tucuman,2023,5,dengue,8,de 25 a 34 anos,1,tucuman capital,tucuman,115,90084,617384
comuna 8,2,ciudad de buenos aires,2023,5,dengue,11,mayores de 65 anos,1,comuna 8,ciudad de buenos aires,116,2008,230380
lules,90,tucuman,2023,5,dengue,9,de 35 a 44 anos,6,lules,tucuman,117,90063,95259
tucuman capital,90,tucuman,2023,5,dengue,9,de 35 a 44 anos,4,tucuman capital,tucuman,118,90084,617384
san fernando,22,chaco,2023,5,dengue,7,de 20 a 24 anos,1,san fernando,chaco,119,22140,454478
general jose de san martin,66,salta,2023,5,dengue,11,mayores de 65 anos,3,general jose de san martin,salta,120,66056,191852
general obligado,82,santa fe,2023,5,dengue,11,mayores de 65 anos,14,general obligado,santa fe,121,82049,205315
general jose de san martin,66,salta,2023,5,dengue,8,de 25 a 34 anos,2,general jose de san martin,salta,122,66056,191852
comandante fernandez,22,chaco,2023,5,dengue,8,de 25 a 34 anos,1,comandante fernandez,chaco,123,22021,118660
comuna 9,2,ciudad de buenos aires,2023,5,dengue,11,mayores de 65 anos,1,comuna 9,ciudad de buenos aires,124,2009,171733
comuna 4,2,ciudad de buenos aires,2023,5,dengue,10,de 45 a 65 anos,1,comuna 4,ciudad de buenos aires,125,2004,240937
comuna 1,2,ciudad de buenos aires,2023,5,dengue,4,de 5 a 9 anos,1,comuna 1,ciudad de buenos aires,126,2001,258497
general jose de san martin,66,salta,2023,5,dengue,2,de 13 a 24 meses,1,general jose de san martin,salta,127,66056,191852
esteban echeverria,6,buenos aires,2023,5,dengue,11,mayores de 65 anos,1,esteban echeverria,buenos aires,128,6260,389731
yerba buena,90,tucuman,2023,5,dengue,10,de 45 a 65 anos,1,yerba buena,tucuman,129,90119,102273
la matanza,6,buenos aires,2023,5,dengue,8,de 25 a 34 anos,1,la matanza,buenos aires,130,6427,2419872
comuna 9,2,ciudad de buenos aires,2023,5,dengue,11,mayores de 65 anos,1,comuna 9,ciudad de buenos aires,131,2009,171733
general obligado,82,santa fe,2023,5,dengue,9,de 35 a 44 anos,11,general obligado,santa fe,132,82049,205315
comuna 7,2,ciudad de buenos aires,2023,5,dengue,4,de 5 a 9 anos,1,comuna 7,ciudad de buenos aires,133,2007,242674
tucuman capital,90,tucuman,2023,5,dengue,6,de 15 a 19 anos,2,tucuman capital,tucuman,134,90084,617384
ledesma,38,jujuy,2023,5,dengue,9,de 35 a 44 anos,1,ledesma,jujuy,135,38035,90783
comandante fernandez,22,chaco,2023,5,dengue,7,de 20 a 24 anos,1,comandante fernandez,chaco,136,22021,118660
san pedro,38,buenos aires,2023,5,dengue,11,mayores de 65 anos,1,san pedro,jujuy,137,6770,64827
comuna 11,2,ciudad de buenos aires,2023,5,dengue,11,mayores de 65 anos,1,comuna 11,ciudad de buenos aires,138,2011,190165
lules,90,tucuman,2023,5,dengue,7,de 20 a 24 anos,1,lules,tucuman,139,90063,95259
comuna 7,2,ciudad de buenos aires,2023,5,dengue,9,de 35 a 44 anos,1,comuna 7,ciudad de buenos aires,140,2007,242674
tucuman capital,90,tucuman,2023,5,dengue,5,de 10 a 14 anos,1,tucuman capital,tucuman,141,90084,617384
san justo,14,cordoba,2023,5,dengue,9,de 35 a 44 anos,1,san justo,cordoba,142,14140,234432
general obligado,82,santa fe,2023,5,dengue,7,de 20 a 24 anos,2,general obligado,santa fe,143,82049,205315
general obligado,82,santa fe,2023,5,dengue,10,de 45 a 65 anos,9,general obligado,santa fe,144,82049,205315
berazategui,6,buenos aires,2023,5,dengue,9,de 35 a 44 anos,1,berazategui,buenos aires,145,6091,376431
general jose de san martin,66,salta,2023,5,dengue,10,de 45 a 65 anos,2,general jose de san martin,salta,146,66056,191852
la capital,82,santa fe,2023,5,dengue,11,mayores de 65 anos,1,la capital,santa fe,147,82063,597127
general lopez,82,santa fe,2023,5,dengue,10,de 45 a 65 anos,1,general lopez,santa fe,148,82042,216859
cordoba capital,14,cordoba,2023,5,dengue,10,de 45 a 65 anos,1,cordoba capital,cordoba,149,14014,1474541
general obligado,82,santa fe,2023,5,dengue,8,de 25 a 34 anos,8,general obligado,santa fe,150,82049,205315
rosario,82,santa fe,2023,5,dengue,11,mayores de 65 anos,1,rosario,santa fe,151,82084,1310461
comuna 1,2,ciudad de buenos aires,2023,5,dengue,9,de 35 a 44 anos,1,comuna 1,ciudad de buenos aires,152,2001,258497
comuna 3,2,ciudad de buenos aires,2023,5,dengue,9,de 35 a 44 anos,1,comuna 3,ciudad de buenos aires,153,2003,193682
general jose de san martin,66,salta,2023,5,dengue,5,de 10 a 14 anos,1,general jose de san martin,salta,154,66056,191852
tucuman capital,90,tucuman,2023,5,dengue,10,de 45 a 65 anos,2,tucuman capital,tucuman,155,90084,617384
misiones capital,54,misiones,2023,5,dengue,11,mayores de 65 anos,1,misiones capital,misiones,156,54028,383246
cordoba capital,14,cordoba,2023,5,dengue,11,mayores de 65 anos,1,cordoba capital,cordoba,157,14014,1474541
comuna 2,2,ciudad de buenos aires,2023,5,dengue,8,de 25 a 34 anos,1,comuna 2,ciudad de buenos aires,158,2002,149328
comuna 11,2,ciudad de buenos aires,2023,5,dengue,11,mayores de 65 anos,1,comuna 11,ciudad de buenos aires,159,2011,190165
general obligado,82,santa fe,2023,5,dengue,5,de 10 a 14 anos,2,general obligado,santa fe,160,82049,205315
general obligado,82,santa fe,2023,6,dengue,4,de 5 a 9 anos,4,general obligado,santa fe,161,82049,205315
tucuman capital,90,tucuman,2023,6,dengue,11,mayores de 65 anos,13,tucuman capital,tucuman,162,90084,617384
tucuman capital,90,tucuman,2023,6,dengue,9,de 35 a 44 anos,14,tucuman capital,tucuman,163,90084,617384
general obligado,82,santa fe,2023,6,dengue,9,de 35 a 44 anos,53,general obligado,santa fe,164,82049,205315
tucuman capital,90,tucuman,2023,6,dengue,11,mayores de 65 anos,3,tucuman capital,tucuman,165,90084,617384
general jose de san martin,66,salta,2023,6,dengue,5,de 10 a 14 anos,7,general jose de san martin,salta,166,66056,191852
ledesma,38,jujuy,2023,6,dengue,5,de 10 a 14 anos,1,ledesma,jujuy,167,38035,90783
rosario,82,santa fe,2023,6,dengue,10,de 45 a 65 anos,3,rosario,santa fe,168,82084,1310461
lules,90,tucuman,2023,6,dengue,7,de 20 a 24 anos,13,lules,tucuman,169,90063,95259
ledesma,38,jujuy,2023,6,dengue,11,mayores de 65 anos,5,ledesma,jujuy,170,38035,90783
general guemes,22,chaco,2023,6,dengue,11,mayores de 65 anos,1,general guemes,chaco,171,22063,79891
ledesma,38,jujuy,2023,6,dengue,10,de 45 a 65 anos,4,ledesma,jujuy,172,38035,90783
12 de octubre,22,chaco,2023,6,dengue,9,de 35 a 44 anos,1,12 de octubre,chaco,173,22036,27285
lules,90,tucuman,2023,6,dengue,5,de 10 a 14 anos,6,lules,tucuman,174,90063,95259
confluencia,58,neuquen,2023,6,dengue,6,de 15 a 19 anos,1,confluencia,neuquen,175,58035,439124
lomas de zamora,6,buenos aires,2023,6,dengue,7,de 20 a 24 anos,1,lomas de zamora,buenos aires,176,6490,655122
moron,6,buenos aires,2023,6,dengue,5,de 10 a 14 anos,1,moron,buenos aires,177,6568,317073
general jose de san martin,66,salta,2023,6,dengue,8,de 25 a 34 anos,5,general jose de san martin,salta,178,66056,191852
tucuman capital,90,tucuman,2023,6,dengue,4,de 5 a 9 anos,4,tucuman capital,tucuman,179,90084,617384
pilagas,34,formosa,2023,6,dengue,8,de 25 a 34 anos,1,pilagas,formosa,180,34042,20899
la matanza,6,buenos aires,2023,6,dengue,10,de 45 a 65 anos,2,la matanza,buenos aires,181,6427,2419872
general jose de san martin,66,salta,2023,6,dengue,4,de 5 a 9 anos,1,general jose de san martin,salta,182,66056,191852
comuna 9,2,ciudad de buenos aires,2023,6,dengue,8,de 25 a 34 anos,1,comuna 9,ciudad de buenos aires,183,2009,171733
la plata,6,buenos aires,2023,6,dengue,6,de 15 a 19 anos,1,la plata,buenos aires,184,6441,728912
comuna 9,2,ciudad de buenos aires,2023,6,dengue,5,de 10 a 14 anos,1,comuna 9,ciudad de buenos aires,185,2009,171733
chacabuco,22,buenos aires,2023,6,dengue,10,de 45 a 65 anos,1,chacabuco,chaco,188,6210,53620
general jose de san martin,66,salta,2023,6,dengue,9,de 35 a 44 anos,9,general jose de san martin,salta,189,66056,191852
general obligado,82,santa fe,2023,6,dengue,7,de 20 a 24 anos,22,general obligado,santa fe,190,82049,205315
la capital,82,santa fe,2023,6,dengue,10,de 45 a 65 anos,1,la capital,santa fe,192,82063,597127
comuna 9,2,ciudad de buenos aires,2023,6,dengue,11,mayores de 65 anos,1,comuna 9,ciudad de buenos aires,193,2009,171733
ledesma,38,jujuy,2023,6,dengue,11,mayores de 65 anos,1,ledesma,jujuy,194,38035,90783
comuna 1,2,ciudad de buenos aires,2023,6,dengue,7,de 20 a 24 anos,1,comuna 1,ciudad de buenos aires,195,2001,258497
general guemes,66,chaco,2023,6,dengue,10,de 45 a 65 anos,2,general guemes,salta,197,22063,79891
general obligado,82,santa fe,2023,6,dengue,10,de 45 a 65 anos,47,general obligado,santa fe,199,82049,205315
ledesma,38,jujuy,2023,6,dengue,9,de 35 a 44 anos,3,ledesma,jujuy,200,38035,90783
pirane,34,formosa,2023,6,dengue,10,de 45 a 65 anos,1,pirane,formosa,201,34056,70514
tres de febrero,6,buenos aires,2023,6,dengue,9,de 35 a 44 anos,1,tres de febrero,buenos aires,202,6840,344221
general obligado,82,santa fe,2023,6,dengue,8,de 25 a 34 anos,24,general obligado,santa fe,203,82049,205315
tucuman capital,90,tucuman,2023,6,dengue,7,de 20 a 24 anos,3,tucuman capital,tucuman,204,90084,617384
tucuman capital,90,tucuman,2023,6,dengue,5,de 10 a 14 anos,6,tucuman capital,tucuman,205,90084,617384
comuna 1,2,ciudad de buenos aires,2023,6,dengue,6,de 15 a 19 anos,2,comuna 1,ciudad de buenos aires,206,2001,258497
santiago del estero capital,86,santiago del estero,2023,6,dengue,9,de 35 a 44 anos,1,santiago del estero capital,santiago del estero,207,86049,306825
general obligado,82,santa fe,2023,6,dengue,3,de 2 a 4 anos,1,general obligado,santa fe,208,82049,205315
comuna 10,2,ciudad de buenos aires,2023,6,dengue,11,mayores de 65 anos,1,comuna 10,ciudad de buenos aires,209,2010,170811
general jose de san martin,66,salta,2023,6,dengue,11,mayores de 65 anos,8,general jose de san martin,salta,210,66056,191852
comandante fernandez,22,chaco,2023,6,dengue,8,de 25 a 34 anos,1,comandante fernandez,chaco,211,22021,118660
rosario,82,santa fe,2023,6,dengue,11,mayores de 65 anos,1,rosario,santa fe,212,82084,1310461
general guemes,66,chaco,2023,6,dengue,6,de 15 a 19 anos,1,general guemes,salta,213,22063,79891
pilagas,34,formosa,2023,6,dengue,6,de 15 a 19 anos,1,pilagas,formosa,214,34042,20899
general guemes,66,chaco,2023,6,dengue,11,mayores de 65 anos,1,general guemes,salta,215,22063,79891
lules,90,tucuman,2023,6,dengue,9,de 35 a 44 anos,29,lules,tucuman,216,90063,95259
general obligado,82,santa fe,2023,6,dengue,11,mayores de 65 anos,84,general obligado,santa fe,217,82049,205315
san pedro,38,buenos aires,2023,6,dengue,10,de 45 a 65 anos,1,san pedro,jujuy,218,6770,64827
ledesma,38,jujuy,2023,6,dengue,7,de 20 a 24 anos,2,ledesma,jujuy,219,38035,90783
lules,90,tucuman,2023,6,dengue,4,de 5 a 9 anos,1,lules,tucuman,220,90063,95259
lules,90,tucuman,2023,6,dengue,6,de 15 a 19 anos,9,lules,tucuman,223,90063,95259
berazategui,6,buenos aires,2023,6,dengue,9,de 35 a 44 anos,1,berazategui,buenos aires,224,6091,376431
comuna 7,2,ciudad de buenos aires,2023,6,dengue,7,de 20 a 24 anos,1,comuna 7,ciudad de buenos aires,225,2007,242674
general jose de san martin,66,salta,2023,6,dengue,6,de 15 a 19 anos,3,general jose de san martin,salta,226,66056,191852
san cristobal,82,santa fe,2023,6,dengue,10,de 45 a 65 anos,1,san cristobal,santa fe,227,82091,79273
tucuman capital,90,tucuman,2023,6,dengue,8,de 25 a 34 anos,6,tucuman capital,tucuman,228,90084,617384
pilagas,34,formosa,2023,6,dengue,9,de 35 a 44 anos,1,pilagas,formosa,229,34042,20899
burruyacu,90,tucuman,2023,6,dengue,7,de 20 a 24 anos,1,burruyacu,tucuman,230,90007,47306
general jose de san martin,66,salta,2023,6,dengue,7,de 20 a 24 anos,6,general jose de san martin,salta,231,66056,191852
lules,90,tucuman,2023,6,dengue,11,mayores de 65 anos,2,lules,tucuman,232,90063,95259
comuna 4,2,ciudad de buenos aires,2023,6,dengue,7,de 20 a 24 anos,1,comuna 4,ciudad de buenos aires,233,2004,240937
general obligado,82,santa fe,2023,6,dengue,11,mayores de 65 anos,24,general obligado,santa fe,234,82049,205315
yerba buena,90,tucuman,2023,6,dengue,9,de 35 a 44 anos,1,yerba buena,tucuman,235,90119,102273
cruz alta,90,tucuman,2023,6,dengue,9,de 35 a 44 anos,1,cruz alta,tucuman,236,90014,229688
tucuman capital,90,tucuman,2023,6,dengue,6,de 15 a 19 anos,8,tucuman capital,tucuman,237,90084,617384
pilagas,34,formosa,2023,6,dengue,11,mayores de 65 anos,1,pilagas,formosa,238,34042,20899
lules,90,tucuman,2023,6,dengue,10,de 45 a 65 anos,17,lules,tucuman,240,90063,95259
tigre,6,buenos aires,2023,6,dengue,5,de 10 a 14 anos,1,tigre,buenos aires,241,6805,485999
san pedro,38,buenos aires,2023,6,dengue,11,mayores de 65 anos,1,san pedro,jujuy,242,6770,64827
comuna 2,2,ciudad de buenos aires,2023,6,dengue,9,de 35 a 44 anos,1,comuna 2,ciudad de buenos aires,243,2002,149328
comuna 1,2,ciudad de buenos aires,2023,6,dengue,11,mayores de 65 anos,1,comuna 1,ciudad de buenos aires,244,2001,258497
la matanza,6,buenos aires,2023,6,dengue,9,de 35 a 44 anos,1,la matanza,buenos aires,245,6427,2419872
lules,90,tucuman,2023,6,dengue,8,de 25 a 34 anos,10,lules,tucuman,246,90063,95259
anta,66,salta,2023,6,dengue,10,de 45 a 65 anos,1,anta,salta,247,66007,71843
comuna 11,2,ciudad de buenos aires,2023,6,dengue,11,mayores de 65 anos,1,comuna 11,ciudad de buenos aires,248,2011,190165
rio grande,94,tierra del fuego antartida e islas del atlantico sur,2023,6,dengue,10,de 45 a 65 anos,1,rio grande,tierra del fuego antartida e islas del atlantico sur,249,94007,103088
comuna 12,2,ciudad de buenos aires,2023,6,dengue,11,mayores de 65 anos,2,comuna 12,ciudad de buenos aires,250,2012,215335
comuna 7,2,ciudad de buenos aires,2023,6,dengue,9,de 35 a 44 anos,1,comuna 7,ciudad de buenos aires,252,2007,242674
comandante fernandez,22,chaco,2023,6,dengue,9,de 35 a 44 anos,1,comandante fernandez,chaco,253,22021,118660
general jose de san martin,66,salta,2023,6,dengue,10,de 45 a 65 anos,1,general jose de san martin,salta,254,66056,191852
