departamento_nombre,provincia_id,provincia_nombre,ano,semanas_epidemiologicas,evento_nombre,grupo_edad_id,grupo_edad_desc,cantidad_casos,departamento_nombre_normalizado,provincia_nombre_normalizado,fila_original
la matanza,6,buenos aires,2023,5,dengue,11,mayores de 65 anos,2,la matanza,buenos aires,100
tucuman capital,90,tucuman,2023,5,dengue,11,mayores de 65 anos,4,tucuman capital,tucuman,101
lules,90,tucuman,2023,5,dengue,5,de 10 a 14 anos,1,lules,tucuman,102
comuna 9,2,ciudad de buenos aires,2023,5,dengue,9,de 35 a 44 anos,1,comuna 9,ciudad de buenos aires,103
ledesma,38,jujuy,2023,5,dengue,10,de 45 a 65 anos,1,ledesma,jujuy,104
yerba buena,90,tucuman,2023,5,dengue,8,de 25 a 34 anos,1,yerba buena,tucuman,105
comandante fernandez,22,chaco,2023,5,dengue,6,de 15 a 19 anos,1,comandante fernandez,chaco,106
salta capital,66,salta,2023,5,dengue,10,de 45 a 65 anos,1,salta capital,salta,107
ledesma,38,jujuy,2023,5,dengue,7,de 20 a 24 anos,1,ledesma,jujuy,108
salta capital,66,salta,2023,5,dengue,8,de 25 a 34 anos,1,salta capital,salta,109
comuna 11,2,ciudad de buenos aires,2023,5,dengue,10,de 45 a 65 anos,1,comuna 11,ciudad de buenos aires,110
guasayan,86,santiago del estero,2023,5,dengue,6,de 15 a 19 anos,1,guasayan,santiago del estero,111
tucuman capital,90,tucuman,2023,5,dengue,7,de 20 a 24 anos,2,tucuman capital,tucuman,112
san fernando,22,chaco,2023,5,dengue,10,de 45 a 65 anos,1,san fernando,chaco,113
general obligado,82,santa fe,2023,5,dengue,6,de 15 a 19 anos,4,general obligado,santa fe,114
tucuman capital,90,tucuman,2023,5,dengue,8,de 25 a 34 anos,1,tucuman capital,tucuman,115
comuna 8,2,ciudad de buenos aires,2023,5,dengue,11,mayores de 65 anos,1,comuna 8,ciudad de buenos aires,116
lules,90,tucuman,2023,5,dengue,9,de 35 a 44 anos,6,lules,tucuman,117
tucuman capital,90,tucuman,2023,5,dengue,9,de 35 a 44 anos,4,tucuman capital,tucuman,118
san fernando,22,chaco,2023,5,dengue,7,de 20 a 24 anos,1,san fernando,chaco,119
general jose de san martin,66,salta,2023,5,dengue,11,mayores de 65 anos,3,general jose de san martin,salta,120
general obligado,82,santa fe,2023,5,dengue,11,mayores de 65 anos,14,general obligado,santa fe,121
general jose de san martin,66,salta,2023,5,dengue,8,de 25 a 34 anos,2,general jose de san martin,salta,122
comandante fernandez,22,chaco,2023,5,dengue,8,de 25 a 34 anos,1,comandante fernandez,chaco,123
comuna 9,2,ciudad de buenos aires,2023,5,dengue,11,mayores de 65 anos,1,comuna 9,ciudad de buenos aires,124
comuna 4,2,ciudad de buenos aires,2023,5,dengue,10,de 45 a 65 anos,1,comuna 4,ciudad de buenos aires,125
comuna 1,2,ciudad de buenos aires,2023,5,dengue,4,de 5 a 9 anos,1,comuna 1,ciudad de buenos aires,126
general jose de san martin,66,salta,2023,5,dengue,2,de 13 a 24 meses,1,general jose de san martin,salta,127
esteban echeverria,6,buenos aires,2023,5,dengue,11,mayores de 65 anos,1,esteban echeverria,buenos aires,128
yerba buena,90,tucuman,2023,5,dengue,10,de 45 a 65 anos,1,yerba buena,tucuman,129
la matanza,6,buenos aires,2023,5,dengue,8,de 25 a 34 anos,1,la matanza,buenos aires,130
comuna 9,2,ciudad de buenos aires,2023,5,dengue,11,mayores de 65 anos,1,comuna 9,ciudad de buenos aires,131
general obligado,82,santa fe,2023,5,dengue,9,de 35 a 44 anos,11,general obligado,santa fe,132
comuna 7,2,ciudad de buenos aires,2023,5,dengue,4,de 5 a 9 anos,1,comuna 7,ciudad de buenos aires,133
tucuman capital,90,tucuman,2023,5,dengue,6,de 15 a 19 anos,2,tucuman capital,tucuman,134
ledesma,38,jujuy,2023,5,dengue,9,de 35 a 44 anos,1,ledesma,jujuy,135
comandante fernandez,22,chaco,2023,5,dengue,7,de 20 a 24 anos,1,comandante fernandez,chaco,136
san pedro,38,buenos aires,2023,5,dengue,11,mayores de 65 anos,1,san pedro,jujuy,137
comuna 11,2,ciudad de buenos aires,2023,5,dengue,11,mayores de 65 anos,1,comuna 11,ciudad de buenos aires,138
lules,90,tucuman,2023,5,dengue,7,de 20 a 24 anos,1,lules,tucuman,139
comuna 7,2,ciudad de buenos aires,2023,5,dengue,9,de 35 a 44 anos,1,comuna 7,ciudad de buenos aires,140
tucuman capital,90,tucuman,2023,5,dengue,5,de 10 a 14 anos,1,tucuman capital,tucuman,141
san justo,14,cordoba,2023,5,dengue,9,de 35 a 44 anos,1,san justo,cordoba,142
general obligado,82,santa fe,2023,5,dengue,7,de 20 a 24 anos,2,general obligado,santa fe,143
general obligado,82,santa fe,2023,5,dengue,10,de 45 a 65 anos,9,general obligado,santa fe,144
berazategui,6,buenos aires,2023,5,dengue,9,de 35 a 44 anos,1,berazategui,buenos aires,145
general jose de san martin,66,salta,2023,5,dengue,10,de 45 a 65 anos,2,general jose de san martin,salta,146
la capital,82,santa fe,2023,5,dengue,11,mayores de 65 anos,1,la capital,santa fe,147
general lopez,82,santa fe,2023,5,dengue,10,de 45 a 65 anos,1,general lopez,santa fe,148
cordoba capital,14,cordoba,2023,5,dengue,10,de 45 a 65 anos,1,cordoba capital,cordoba,149
general obligado,82,santa fe,2023,5,dengue,8,de 25 a 34 anos,8,general obligado,santa fe,150
rosario,82,santa fe,2023,5,dengue,11,mayores de 65 anos,1,rosario,santa fe,151
comuna 1,2,ciudad de buenos aires,2023,5,dengue,9,de 35 a 44 anos,1,comuna 1,ciudad de buenos aires,152
comuna 3,2,ciudad de buenos aires,2023,5,dengue,9,de 35 a 44 anos,1,comuna 3,ciudad de buenos aires,153
general jose de san martin,66,salta,2023,5,dengue,5,de 10 a 14 anos,1,general jose de san martin,salta,154
tucuman capital,90,tucuman,2023,5,dengue,10,de 45 a 65 anos,2,tucuman capital,tucuman,155
misiones capital,54,misiones,2023,5,dengue,11,mayores de 65 anos,1,misiones capital,misiones,156
cordoba capital,14,cordoba,2023,5,dengue,11,mayores de 65 anos,1,cordoba capital,cordoba,157
comuna 2,2,ciudad de buenos aires,2023,5,dengue,8,de 25 a 34 anos,1,comuna 2,ciudad de buenos aires,158
comuna 11,2,ciudad de buenos aires,2023,5,dengue,11,mayores de 65 anos,1,comuna 11,ciudad de buenos aires,159
general obligado,82,santa fe,2023,5,dengue,5,de 10 a 14 anos,2,general obligado,santa fe,160
general obligado,82,santa fe,2023,6,dengue,4,de 5 a 9 anos,4,general obligado,santa fe,161
tucuman capital,90,tucuman,2023,6,dengue,11,mayores de 65 anos,13,tucuman capital,tucuman,162
tucuman capital,90,tucuman,2023,6,dengue,9,de 35 a 44 anos,14,tucuman capital,tucuman,163
general obligado,82,santa fe,2023,6,dengue,9,de 35 a 44 anos,53,general obligado,santa fe,164
tucuman capital,90,tucuman,2023,6,dengue,11,mayores de 65 anos,3,tucuman capital,tucuman,165
general jose de san martin,66,salta,2023,6,dengue,5,de 10 a 14 anos,7,general jose de san martin,salta,166
ledesma,38,jujuy,2023,6,dengue,5,de 10 a 14 anos,1,ledesma,jujuy,167
rosario,82,santa fe,2023,6,dengue,10,de 45 a 65 anos,3,rosario,santa fe,168
lules,90,tucuman,2023,6,dengue,7,de 20 a 24 anos,13,lules,tucuman,169
ledesma,38,jujuy,2023,6,dengue,11,mayores de 65 anos,5,ledesma,jujuy,170
general guemes,22,chaco,2023,6,dengue,11,mayores de 65 anos,1,general guemes,chaco,171
ledesma,38,jujuy,2023,6,dengue,10,de 45 a 65 anos,4,ledesma,jujuy,172
12 de octubre,22,chaco,2023,6,dengue,9,de 35 a 44 anos,1,12 de octubre,chaco,173
lules,90,tucuman,2023,6,dengue,5,de 10 a 14 anos,6,lules,tucuman,174
confluencia,58,neuquen,2023,6,dengue,6,de 15 a 19 anos,1,confluencia,neuquen,175
lomas de zamora,6,buenos aires,2023,6,dengue,7,de 20 a 24 anos,1,lomas de zamora,buenos aires,176
moron,6,buenos aires,2023,6,dengue,5,de 10 a 14 anos,1,moron,buenos aires,177
general jose de san martin,66,salta,2023,6,dengue,8,de 25 a 34 anos,5,general jose de san martin,salta,178
tucuman capital,90,tucuman,2023,6,dengue,4,de 5 a 9 anos,4,tucuman capital,tucuman,179
pilagas,34,formosa,2023,6,dengue,8,de 25 a 34 anos,1,pilagas,formosa,180
la matanza,6,buenos aires,2023,6,dengue,10,de 45 a 65 anos,2,la matanza,buenos aires,181
general jose de san martin,66,salta,2023,6,dengue,4,de 5 a 9 anos,1,general jose de san martin,salta,182
comuna 9,2,ciudad de buenos aires,2023,6,dengue,8,de 25 a 34 anos,1,comuna 9,ciudad de buenos aires,183
la plata,6,buenos aires,2023,6,dengue,6,de 15 a 19 anos,1,la plata,buenos aires,184
comuna 9,2,ciudad de buenos aires,2023,6,dengue,5,de 10 a 14 anos,1,comuna 9,ciudad de buenos aires,185
chacabuco,22,buenos aires,2023,6,dengue,10,de 45 a 65 anos,1,chacabuco,chaco,188
general jose de san martin,66,salta,2023,6,dengue,9,de 35 a 44 anos,9,general jose de san martin,salta,189
general obligado,82,santa fe,2023,6,dengue,7,de 20 a 24 anos,22,general obligado,santa fe,190
la capital,82,santa fe,2023,6,dengue,10,de 45 a 65 anos,1,la capital,santa fe,192
comuna 9,2,ciudad de buenos aires,2023,6,dengue,11,mayores de 65 anos,1,comuna 9,ciudad de buenos aires,193
ledesma,38,jujuy,2023,6,dengue,11,mayores de 65 anos,1,ledesma,jujuy,194
comuna 1,2,ciudad de buenos aires,2023,6,dengue,7,de 20 a 24 anos,1,comuna 1,ciudad de buenos aires,195
general guemes,66,chaco,2023,6,dengue,10,de 45 a 65 anos,2,general guemes,salta,197
general obligado,82,santa fe,2023,6,dengue,10,de 45 a 65 anos,47,general obligado,santa fe,199
ledesma,38,jujuy,2023,6,dengue,9,de 35 a 44 anos,3,ledesma,jujuy,200
pirane,34,formosa,2023,6,dengue,10,de 45 a 65 anos,1,pirane,formosa,201
tres de febrero,6,buenos aires,2023,6,dengue,9,de 35 a 44 anos,1,tres de febrero,buenos aires,202
general obligado,82,santa fe,2023,6,dengue,8,de 25 a 34 anos,24,general obligado,santa fe,203
tucuman capital,90,tucuman,2023,6,dengue,7,de 20 a 24 anos,3,tucuman capital,tucuman,204
tucuman capital,90,tucuman,2023,6,dengue,5,de 10 a 14 anos,6,tucuman capital,tucuman,205
comuna 1,2,ciudad de buenos aires,2023,6,dengue,6,de 15 a 19 anos,2,comuna 1,ciudad de buenos aires,206
santiago del estero capital,86,santiago del estero,2023,6,dengue,9,de 35 a 44 anos,1,santiago del estero capital,santiago del estero,207
general obligado,82,santa fe,2023,6,dengue,3,de 2 a 4 anos,1,general obligado,santa fe,208
comuna 10,2,ciudad de buenos aires,2023,6,dengue,11,mayores de 65 anos,1,comuna 10,ciudad de buenos aires,209
general jose de san martin,66,salta,2023,6,dengue,11,mayores de 65 anos,8,general jose de san martin,salta,210
comandante fernandez,22,chaco,2023,6,dengue,8,de 25 a 34 anos,1,comandante fernandez,chaco,211
rosario,82,santa fe,2023,6,dengue,11,mayores de 65 anos,1,rosario,santa fe,212
general guemes,66,chaco,2023,6,dengue,6,de 15 a 19 anos,1,general guemes,salta,213
pilagas,34,formosa,2023,6,dengue,6,de 15 a 19 anos,1,pilagas,formosa,214
general guemes,66,chaco,2023,6,dengue,11,mayores de 65 anos,1,general guemes,salta,215
lules,90,tucuman,2023,6,dengue,9,de 35 a 44 anos,29,lules,tucuman,216
general obligado,82,santa fe,2023,6,dengue,11,mayores de 65 anos,84,general obligado,santa fe,217
san pedro,38,buenos aires,2023,6,dengue,10,de 45 a 65 anos,1,san pedro,jujuy,218
ledesma,38,jujuy,2023,6,dengue,7,de 20 a 24 anos,2,ledesma,jujuy,219
lules,90,tucuman,2023,6,dengue,4,de 5 a 9 anos,1,lules,tucuman,220
lules,90,tucuman,2023,6,dengue,6,de 15 a 19 anos,9,lules,tucuman,223
berazategui,6,buenos aires,2023,6,dengue,9,de 35 a 44 anos,1,berazategui,buenos aires,224
comuna 7,2,ciudad de buenos aires,2023,6,dengue,7,de 20 a 24 anos,1,comuna 7,ciudad de buenos aires,225
general jose de san martin,66,salta,2023,6,dengue,6,de 15 a 19 anos,3,general jose de san martin,salta,226
san cristobal,82,santa fe,2023,6,dengue,10,de 45 a 65 anos,1,san cristobal,santa fe,227
tucuman capital,90,tucuman,2023,6,dengue,8,de 25 a 34 anos,6,tucuman capital,tucuman,228
pilagas,34,formosa,2023,6,dengue,9,de 35 a 44 anos,1,pilagas,formosa,229
burruyacu,90,tucuman,2023,6,dengue,7,de 20 a 24 anos,1,burruyacu,tucuman,230
general jose de san martin,66,salta,2023,6,dengue,7,de 20 a 24 anos,6,general jose de san martin,salta,231
lules,90,tucuman,2023,6,dengue,11,mayores de 65 anos,2,lules,tucuman,232
comuna 4,2,ciudad de buenos aires,2023,6,dengue,7,de 20 a 24 anos,1,comuna 4,ciudad de buenos aires,233
general obligado,82,santa fe,2023,6,dengue,11,mayores de 65 anos,24,general obligado,santa fe,234
yerba buena,90,tucuman,2023,6,dengue,9,de 35 a 44 anos,1,yerba buena,tucuman,235
cruz alta,90,tucuman,2023,6,dengue,9,de 35 a 44 anos,1,cruz alta,tucuman,236
tucuman capital,90,tucuman,2023,6,dengue,6,de 15 a 19 anos,8,tucuman capital,tucuman,237
pilagas,34,formosa,2023,6,dengue,11,mayores de 65 anos,1,pilagas,formosa,238
lules,90,tucuman,2023,6,dengue,10,de 45 a 65 anos,17,lules,tucuman,240
tigre,6,buenos aires,2023,6,dengue,5,de 10 a 14 anos,1,tigre,buenos aires,241
san pedro,38,buenos aires,2023,6,dengue,11,mayores de 65 anos,1,san pedro,jujuy,242
comuna 2,2,ciudad de buenos aires,2023,6,dengue,9,de 35 a 44 anos,1,comuna 2,ciudad de buenos aires,243
comuna 1,2,ciudad de buenos aires,2023,6,dengue,11,mayores de 65 anos,1,comuna 1,ciudad de buenos aires,244
la matanza,6,buenos aires,2023,6,dengue,9,de 35 a 44 anos,1,la matanza,buenos aires,245
lules,90,tucuman,2023,6,dengue,8,de 25 a 34 anos,10,lules,tucuman,246
anta,66,salta,2023,6,dengue,10,de 45 a 65 anos,1,anta,salta,247
comuna 11,2,ciudad de buenos aires,2023,6,dengue,11,mayores de 65 anos,1,comuna 11,ciudad de buenos aires,248
rio grande,94,tierra del fuego antartida e islas del atlantico sur,2023,6,dengue,10,de 45 a 65 anos,1,rio grande,tierra del fuego antartida e islas del atlantico sur,249
comuna 12,2,ciudad de buenos aires,2023,6,dengue,11,mayores de 65 anos,2,comuna 12,ciudad de buenos aires,250
comuna 7,2,ciudad de buenos aires,2023,6,dengue,9,de 35 a 44 anos,1,comuna 7,ciudad de buenos aires,252
comandante fernandez,22,chaco,2023,6,dengue,9,de 35 a 44 anos,1,comandante fernandez,chaco,253
general jose de san martin,66,salta,2023,6,dengue,10,de 45 a 65 anos,1,general jose de san martin,salta,254
general obligado,82,santa fe,2023,6,dengue,6,de 15 a 19 anos,14,general obligado,santa fe,255
ledesma,38,jujuy,2023,6,dengue,8,de 25 a 34 anos,1,ledesma,jujuy,256
comuna 7,2,ciudad de buenos aires,2023,6,dengue,11,mayores de 65 anos,1,comuna 7,ciudad de buenos aires,257
general jose de san martin,66,salta,2023,6,dengue,11,mayores de 65 anos,1,general jose de san martin,salta,258
tucuman capital,90,tucuman,2023,6,dengue,10,de 45 a 65 anos,11,tucuman capital,tucuman,259
general obligado,82,santa fe,2023,6,dengue,5,de 10 a 14 anos,14,general obligado,santa fe,260
lules,90,tucuman,2023,6,dengue,11,mayores de 65 anos,20,lules,tucuman,261
yerba buena,90,tucuman,2023,7,dengue,7,de 20 a 24 anos,2,yerba buena,tucuman,262
tucuman capital,90,tucuman,2023,7,dengue,6,de 15 a 19 anos,13,tucuman capital,tucuman,263
santiago del estero capital,86,santiago del estero,2023,7,dengue,7,de 20 a 24 anos,1,santiago del estero capital,santiago del estero,264
lomas de zamora,6,buenos aires,2023,7,dengue,7,de 20 a 24 anos,2,lomas de zamora,buenos aires,265
general obligado,82,santa fe,2023,7,dengue,9,de 35 a 44 anos,40,general obligado,santa fe,266
corrientes capital,18,corrientes,2023,7,dengue,11,mayores de 65 anos,1,corrientes capital,corrientes,267
ledesma,38,jujuy,2023,7,dengue,6,de 15 a 19 anos,2,ledesma,jujuy,268
general jose de san martin,66,salta,2023,7,dengue,11,mayores de 65 anos,15,general jose de san martin,salta,270
lules,90,tucuman,2023,7,dengue,6,de 15 a 19 anos,15,lules,tucuman,271
lules,90,tucuman,2023,7,dengue,11,mayores de 65 anos,21,lules,tucuman,272
cordoba capital,14,cordoba,2023,7,dengue,11,mayores de 65 anos,3,cordoba capital,cordoba,273
pilagas,34,formosa,2023,7,dengue,9,de 35 a 44 anos,1,pilagas,formosa,274
tucuman capital,90,tucuman,2023,7,dengue,11,mayores de 65 anos,2,tucuman capital,tucuman,275
general guemes,66,chaco,2023,7,dengue,8,de 25 a 34 anos,3,general guemes,salta,276
comuna 9,2,ciudad de buenos aires,2023,7,dengue,10,de 45 a 65 anos,2,comuna 9,ciudad de buenos aires,277
comuna 1,2,ciudad de buenos aires,2023,7,dengue,11,mayores de 65 anos,1,comuna 1,ciudad de buenos aires,278
general jose de san martin,66,salta,2023,7,dengue,5,de 10 a 14 anos,8,general jose de san martin,salta,280
tucuman capital,90,tucuman,2023,7,dengue,9,de 35 a 44 anos,10,tucuman capital,tucuman,281
general guemes,66,chaco,2023,7,dengue,11,mayores de 65 anos,1,general guemes,salta,282
general obligado,82,santa fe,2023,7,dengue,8,de 25 a 34 anos,20,general obligado,santa fe,283
